Column1	Column2
Cannabisul	(cunoscut mai popular drept marijuana
capilare	numite vase mici de sange in apropierea suprafetei pielii 
capsula	numit Un strat subtire de tesut
capsulita adeziva	Intitulata si umarul inghetat
capsulita adeziva	afectiune caracterizata prin rigiditate, limitarea miscarii si durere la nivelul umarului
Carbohidratii	reprezinta o sursa foarte importanta de energie pentru organism
cardiomiopatia hipertrofica	afectiune in care muschiul cardiac este anormal de gros si apar anomalii ale ritmului cardiac
cardiomiopatie	cum ar fi modificari in structura inimii
cardiomiopatie	cum ar fi modificari in structura inimii
cardiomiopatie	numite probleme cardiace
Cardiomiopatie	: boala a muschiului cardiac
cardiomiopatie de stres	sau boala Takotsubo
Cardiopatia ischemica	este o afectiune in care inima este slabita ca urmare a unui atac de cord sau a unei boli coronariene
Cardiopatia ischemica	este o afectiune in care inima este slabita ca urmare a unui atac de cord sau a unei boli coronariene
cardioversie	(soc electric)
carotenoide	cum ar fi luteina si zeaxantina
Carotenoizi	precum zeaxantina, beta-carotenul si fosforul
Cataracta	reprezinta afectiunea oftalmologica cu o frecventa destul de crescuta si care va duce la o scadere a acuitatii vizuale printr-o pierdere a transparentei unuia dintre mediile ochiului
cataracta, degenerescenta maculara legata de varsta, pterigionul	cum ar fi Ochii neprotejati de soare pot suferi cel mai frecvent probleme
cataracta, glaucomul sau dezlipire de retina	cum ar fi complicatii legate de sanatatea ochilor  
cateter	denumit tub subtire si lung
cateter Swan-Ganz	denumit tip special de cateter, folosit pentru masurarea presiunilor din inima
cauze mai grave pentru paralizia faciala	este o afectiune un accident vascular cerebral sau o tumora
cauze stomatologice	cum ar fi un abces
cauzele subiacente periculoase 	cum ar fi accidentul vascular cerebral, tumora, hemoragia si anevrismul
cauzelor insuficientei renale	cum ar fi hipertensiunea arteriala si diabetul zaharat
cavitatea pleurala	adica intre peretele toracic si plamani
cavitatea vitreana	(partea centrala a ochiului)
cavitati in plamani	numite bule
Cearcane	afectiune - fectiune care se manifesta prin inflamarea pielii de sub pleoapele inferioare
cefaleea	(starile de tensiune)
Cefaleea	reprezinta durerea cu localizare in regiunea capului
Cefaleea migrenoasa	este o afectiune somatica
Cefaleea tensionala	reprezinta una din cele mai frecvente variante de durere de cap
cele mai dificile aspecte ale agenezei vaginale	cum ar fi o posibila infertilitate
Cele trei tipuri de glande salivare majore	sunt numite glande parotide, submandibulare si sublinguale
celule canceroase 	cum ar fi leucemia si cancerul de colon, plamani, prostata si san
celule CD4 +	numite celule albe din sange
celule gigante	numite celule anormal de mari
celule gigante	numite celule anormal de mari
celule granuloase	numite celulelor ovariene producatoare de hormoni
celulele albe  	numite limfocite, care fac parte din sistemul imunitar al organismului
Celulele CD4	reprezinta un tip de globule albe din sange care au un rol important ajutand organismul dumneavoastra sa lupte impotriva infectiilor
celulele crestei neurale	cum ar fi celulele Schwann, melanocitele si fibroblastele endoneurale
celulele maligne	(canceroase)
celulele mezoteliale	aceste celule alcatuind majoritatea foitelor seroaselor organismului, inclusiv pleura, peritoneul si pericardul
celulelor	numite membrane mucoase
celulelor stem	cum ar fi celulele musculare
cerumen	numit ulei ceros
cerumen	care este mai cunoscut sub numele de ceara de urechi
cerumenului	(ceara din urechi) 
Cervicita cronica	inseamna ca - infectia care a provocat raspandirea bolii a patruns in organism
Cervicita cronica	(rana pe col)
Cetoacidoza	inseamna acumularea de corpi cetonici in sange, datorita unor defecte metabolice, de producere si consum de energie
Child-Pugh	denumita scala
Chirurgia de sterilizare pentru femei	presupune legarea si taierea trompelor uterine
Chirurgia deschisa	reprezinta rezectii gastrice unde se scoate o portiune din stomac sau, in cazuri mai grave, chiar intreg stomacul
chirurgia otologica	(a urechii)
chirurgia otologica	(a urechii)
Chirurgia plastica	inseamna toate procedurile care presupun reconstructia sau modificarea aspectului sau formei unei anumite parti a corpului
chirurgie laparoscopica	(denumita si chirurgia prin gaura cheii)
chist pilonidal	(numit Chiar in spatele anusului, se pot forma abcese)
Chistul Baker	(numit sichistul popliteal)
Chistul Baker	este un sac plin cu lichid care se formeaza in spatele genunchiului
Chistul hidatic	reprezinta o boala parazitara determinata de Echinococcus granulosus
Chistul pilonidal	reprezinta o afectiune ce poate fi ingrijoratoare din cauza durerii
Chistul sebaceu	reprezinta o formatiune proeminenta, plina cu o secretie cazeoasa care se poate dezvolta la nivelul scrotului prin obstructia orificiului de drenaj al glandelor sebacee asociate foliculilor pilosi de la acest nivel
cianoza	(lipsa de oxigen)
cianoza	situatie cunoscuta sub denumirea de schimbarea culorii pielii in albastru
Cicatrizarea pulmonara	(denumita si fibroza pulmonara)
Ciroza	este o etapa avansata de cicatricizare (fibroza) hepatica produsa de mai multe tipuri de afectiuni hepatice
Ciroza	este o boala degenerativa grava, care apare atunci cand celulele sanatoase din ficat sunt deteriorate si inlocuite cu tesut cicatricial, de obicei ca urmare a abuzului de alcool
ciroza biliara primara, colangita sclerozanta primara si atrezia biliara	cum ar fi Boli care afecteaza caile biliare
Ciroza ficatului	descrie o afectiune grava progresiva, care se dezvolta lent si in care tesutul cicatricial inlocuieste treptat celulele sanatoase ale ficatului
ciroza hepatica	este o boala ce afecteaza sanatatea si functionarea normala a ficatului
Ciroza hepatica	este o afectiune in care tesutul cicatrizat inlocuieste treptat celulele hepatice sanatoase
Ciroza hepatica	este o afectiune ireversibila a ficatului, caracterizata prin distrugerea celulelor hepatice, pierderea elasticitatii tesuturilor si dezvoltarea unui tesut cicatricial fibros
Ciroza hepatica	este o afectiune in care tesutul cicatrizat inlocuieste treptat celulele hepatice sanatoase
Ciroza hepatica	este o afectiune in care tesutul cicatrizat inlocuieste treptat celulele hepatice sanatoase
ciroza hepatica	este o boala caracterizata prin aparitia in cantitate mare a tesutului cicatrizat
ciroza, insuficienta hepatica si cancer hepatic	cum ar fi forme severe de afectare a ficatului
cisteina	numit aminoacid
Cistita acuta simpla	reprezinta inflamatia mucoasei vezicii urinare produsa de agenti fizici, chimici sau infectiosi
cistometria	(cistometrografia)
citokine	(proteine care provin din aminoacizi)
citokine	numite substante chimice inflamatorii
citokine	numite substantele chimice ale sistemului imunitar
citokine	numite moleculelor inflamatorii
citopenie sangvina	(cu scaderea numarului de hematii, trombocite, leucocite)
citostaticele	(medicamentele folosite pentru a trata cancerul)
Ciuma bubonica	este o boala infectioasa, extrem de contagioasa, transmisa prin muscaturile de insecte
clase de medicamente	numite blocante ale receptorilor angiotensinei
clopidogrelul	cum ar fi medicamente pentru inima care afecteaza trombocitele 
Coarctatia de aorta	mai exact ingustarea anormala a aortei
cocobacil	numit Haemophilus pertussis sau Bordetella pertussis
colangita sclerozanta primara	adica o boala autoimuna rara a canalelor biliare din ficat
colecistectomie	(Tratamentul chirurgical pentru indepartarea vezicii biliare)
Colesterolul	reprezinta o substanta necesara organismului fiind produs chiar de catre acesta din acizi grasi, in special din grasimile saturate din alimentatie
Colesterolul HDL	este adesea denumit colesterol bun
colesterolul LDL	este adesea denumit colesterol rau
Colesterolul ridicat	este unul dintre principalii factori de risc controlati pentru boala cardiaca coronariana, atac de cord si accident vascular cerebral
colesterolului	(cunoscut sub numele de colesterol rau)
colesterolului	(LDL)
colesterolului hdl	(colesterolul bun)
colestiramina	cum ar fi medicamente care scad colesterolul
colita pseudomembranoasa	este Cea mai serioasa forma de diaree provocata de antibiotice
colita ulceroasa	(UC)
Colonografia CT	uneori numita colonoscopie virtuala sau colono-CT
Colonografia CT	este o metoda de screening pentru cancerul colorectal
colonoscop	numit tub flexibil luminat
colonoscop	numit tub flexibil, iluminat
colonul	(intestinul gros)
colorant	numit substanta de contrast
Colostomia	inseamna exteriorizarea unui segment colonic la nivelul peretelui abdominal
Colposcopia	reprezinta o examen complementar (investigatie imagistica suplimentara) a vulvei, vaginului si colului uterin, care permite pe langa vizualizarea acestora, prelevarea de tesut biopsic
Colul uterin	este primul segment al uterului
colului uterin	cum ar fi partea inferioara a uterului care se conecteaza la vagin
comorbiditati	precum diabetul zaharat
complicatii	cum ar fi inflamatia muschiului cardiac (miocardita)
complicatii	cum ar fi pierderea auzului, deficiente de invatare, probleme cardiovasculare, pierderea vederii si dureri puternice
complicatii 	cum ar fi cicatrizarea sau ingustarea esofagului si dificultati la inghitire
complicatii ale diabetului	cum ar fi cetoacidoza diabetica
complicatii ale diabetului	cum ar fi probleme grave ale ochilor si picioarelor
complicatii ale sarcinii	cum ar fi preeclampsia si eclampsia, placenta abruptio 
complicatii cardiace 	cum ar fi pericardita, miocardita
complicatii digestive	cele mai frecvente fiind boala de reflux gastro-esofagian si steatoza hepatica nonalcoolica, dar si tumori ale sistemului digestiv, litiaza biliara
complicatii grave	cum ar fi febra reumatica (ce poate provoca leziuni permanente ale inimii) sau inflamarea rinichilor
complicatii grave	cum ar fi febra reumatica
complicatii severe	(ciroza sau cancer)
complicatii, 	cum ar fi perforare, hemoragii sau obstructie gastrica
complicatiilor tensiunii musculare cronice (	cum ar fi durerile de cap sau durerile de spate)
comportament sexual cu risc crescut	cum ar fi sexul neprotejat sau sexul cu mai multi parteneri
condiloame acuminate	Numite si leziuni cu aspect de conopida sau mici umflaturi sau proeminente
conducte	conducte Tuburile inguste
congenitala	adica se dezvolta in timpul sarcinii si este prezenta la nastere
congenitala	(poate fi prezenta de la nastere)
conjunctivei	( o membrana care acopera partea alba a ochilor si partea interna a pleoapelor)
conjunctivei	 altfel spus membrane transparente, foarte subtiri cu numeroase vase de sange in structura ei, care acopera partea alba a ochiului
conjunctivita	(infectie oculara)
Conjunctivita	reprezinta inflamatia sau infectia conjunctivei
Conjunctivita	reprezinta o inflamatie a conjunctivei
Constipatia	este un simptom, nu o boala
constipatie cronica	(continua)
Contactul sexual anal	este considerat ca fiind cel mai nesigur tip de sex, fiind asociat cu diferite riscuri potentiale ce nu sunt prezente in cazul sexului vaginal sau oral
contractie hemifaciala paroxistica involuntara	este considerata a fi o tulburare de miscare periferica tinand de domeniul neurologiei
cord pulmonar	numita afectiune in care o sectiune a inimii se extinde si se slabeste
cornee	numit stratul exterior al ochiului
cornee	(suprafata ochiului)
cornee	sau alte locuri ale globului ocular
corpi cetonici	(substante acide)
Corpul omenesc	reprezinta o structura impresionanta, alcatuita din mii de miliarde de celule
corticosteroid oral	cum ar fi pastilele cu prednison
corticosteroizi	cum ar fi prednisonul
corticosteroizi	cum ar fi prednison si metilprednisolon
corticosteroizi	cum ar fi prednisonul
corticosteroizi	denumiti uneori steroizi
corticosteroizii	cum ar fi prednisonul
Corticosteroizii	cunoscuti si sub denumirea de antiinflamatoare steroidiene
Corticosteroizii	sunt sunt medicamente fabricate de om care functioneaza precum cortizonul
Corticosteroizii	cum ar fi prednisonul si budesonida
Cortizolul	este, de asemenea, cunoscut ca hormonul de stres
cortizolului	(un glucocorticoid produs de glanda suprarenala)
cortizonul	acesta fiind un hormon natural care se regaseste in corpul uman
Coxartroza	este numita si artroza soldului
Coxartroza	fiind caracterizata de degenerarea treptata a articulatiei soldului
Crampele si durerile abdominale	reprezinta simptome frecvent intalnite in randul populatiei
Crema antibiotica locala	cum ar fi Neosporin
Creme nonsteroidiene	cum ar fi pimecrolimus si tacrolimus
Creme nonsteroidiene, 	cum ar fi pimecrolimus si tacrolimus
Cremele cu trolamina, eliberate fara prescriptie	cum ar fi Aspercreme, Sportscreme si Myolex Creme
Cremele cu trolamina, eliberate fara prescriptie, 	cum ar fi Aspercreme, Sportscreme si Myolex Creme 
cresterea si dezvoltarea copilului  	cum ar fi inaltimea, greutatea si circumferinta capului
crioprobi	numite ace speciale
Crioterapia	este o forma rapida si comuna de tratament pentru multe afectiuni benigne ale pielii, cum ar fi negi.
Criptorhidia	#NAME?
Criptorhidia	este o problema problema ce trebuie diagnosticata si rezolvata precoce deoarece reprezinta un factor de risc pentru aparitia cancerului testicular
Criptorhidie	reprezinta necoborarea testiculului prin canalul inghinal, din cavitatea abdominala in scrot
Criptorhidie	(testicul necoborat in scrot)
criptosporidioza	denumita boala gastrointestinala
criza addisoniana	numita o afectiune care pune viata in pericol
criza addisoniana	numita afectiune care pune viata in pericol
criza convulsiva	(convulsie)
criza suprarenala	numita agravari bruste a simptomelor 
criza suprarenala	numita agravari bruste a simptomelor
crize de viata 	cum ar fi pierderea unei persoane apropiate sau a locului de munca, divortul, mutarea sau o boala grava
crize focale	ceea ce inseamna ca incep intr-o anumita zona a creierului
cromatografie de lichide de inalta performanta (sau presiune)	(HPLC)
cronica	(pe termen lung)
cronobiotic	adica modifica timpul de somn
Crustele de lapte	reprezinta o afectiune a pielii foarte comuna in randul bebelusilor
cucurbitacina	numit fitonutrient
Cuperoza	este o afectiune a pielii caracterizata de inrosirea pielii
cuspe	numite foite de tesut
Daltonismul	este o boala congenitala care consta in incapacitatea de a distinge culorile intre ele, cu precadere rosul si verdele
De aceea este esential sa va evaluati permanent starea de sanatate, analize uzuale 	cum ar fi ALT/GPT, AST/ GOT si GGT pot semnala un nivel crescut al transaminazelor
debridarile tisulare	reprezinta indepartarea tesutului mort
decompresiune toracica	numita Operatia de tratare a sindromului de apertura toracica
defecte congenitale	cum ar fi defectele tubului neural prin spina bifida, anencefalia, disrafismul spinal ocult si encefalocelul
defecte congenitale	sunt denumite sindrom rubeolei congenitale
defibrilare electrica	sau cardioversie
Defibrilarea	reprezinta una dintre verigile esentiale din lantul supravietuirii
deficienta de lipoprotein-lipaza	(LPL)
deficienta de lipoprotein-lipaza	tulburare in care organismul unei persoane nu poate descompune moleculele de grasime
deficit neurologic progresiv 	cum ar fi slabiciune in picior si / sau amorteala
Degenerarea maculara	este o afectiune nedureroasa
Degenerescenta maculara	este o boala pe termen lung, care duce la pierderea vederii in centrul campului vizual al unei persoane
Degenerescenta maculara	este o tulburare legata de imbatranire in care o parte a retinei numita macula este deteriorata in timp
Degenerescenta maculara	reprezinta deteriorarea maculei
Degenerescenta maculara	reprezinta deteriorarea maculei
Degenerescenta maculara	(DMLV)
Degenerescenta maculara	este o boala oftalmologica in urma careia apare distrugerea vederii centrale
Degenerescenta maculara senila	este o boala a retinei cu o oarecare predispozitie genetica si care poate aparea dupa o anumita varsta (de obicei peste 55 ani), fiind determinata de expunerea excesiva la razele ultraviolete
degenerescenta maculara umeda	(exudativa)
degenerescenta maculara umeda	caracterizata prin tulburari ale vederii centrale
degenerescenta maculara uscata	caracterizata prin vedere centrala neclara
degenerescenta maculara uscata 	(nonexudativa)
Degenerescenta neovasculara	(numita sidegenerescenta umeda)
delirium tremens	(complicatia cea mai grava a sevrajului alcoolic)
delirium tremens, onirism, parafrenii mistice, aura epileptica	sau alte sindroame psihoorganice acute
dementa Alzheimer	cum ar fi boli neurodegenerative
depigmentate	(pierderea culorii)
depozite de colesterol	(cunoscut sub numele de placi)
depozitele de colesterol	numite placi
Depresia	boala secolului XXI
Depresia	este considerata cea mai comuna afectiune mentala
depresia	este o stare emotionala anormala, o boala mintala care afecteaza gandirea, emotiile, perceptiile si comportamentele noastre in moduri perpetuante si cronice
Depresia	cunoscuta intre specialisti sub numele de tulburare depresiva majora
Depresia	face parte dintre tulburarile dispozitiei si se caracterizeaza prin aparitia unuia sau mai multor episoade depresive severe
Depresia psihotica	cunoscuta si sub denumirea de tulburare depresiva majora cu trasaturi psihotice
depresia si tulburarea bipolara	cum ar fi tulburari psihice
Dereglarile hormonale	reprezinta functionari inadecvate ale uneia sau mai multor glande endocrine
Dermatita	este o afectiune frecvent intalnita, caracterizata prin inflamarea pielii si prurit
Dermatita atopica	este o boala inflamatorie cronica a pielii, cu simptome de piele uscata si mancarime
dermatita atopica	sau alte alergii tegumentare
dermatita de contact	numita O reactie la chimicale sau produsele de ingrijire a pielii
Dermatita seboreica	este o afectiune a pielii care produce o iritatie ce da senzatie de mancarime pe scalp, fata, sau alte parti ale corpului
dermatita si lichen planus	cum ar fi afectiuni ale pielii
dermatite de contact	sau alte afectiuni ale pielii
dermatite de contact	sau alte afectiuni ale pielii
Deshidratarea	este o afectiune care se intampla atunci cand organismul nu are cantitatea de apa necesara
deshidratarea, simptome	cum ar fi , ameteala, dureri de cap, uscaciune a gurii, senzatie permanenta de somnolenta sau oboseala, piele uscata sau constipatie
detasare posterioara de corp vitros	o afectiune frecventa
deviatiile coloanei vertebrale	reprezinta cauze frecvente ale durerilor de spate ale copiilor si adolescentilor
dezaminaza porfobilinogenului	sau PBGD
dezaminaza porfobilinogenului	(enzima)
dezaminaza porfobilinogenului	denumita adesea si hidroximetilbilan sintetaza
Dezechilibre electrolitice	cum ar fi un nivel prea mare sau prea mic al potasiului, magneziului sau calciului in sange
dezechilibrul serotoninei si dopaminei	cum ar fi substantelor chimice din creier
dezinfectante	sau alte substante
Dezlipirea de retina	este o afectiune grava a ochiului, care presupune aparitia unui spatiu intre cele doua foite ale retinei
Dezvoltarea persoanala	inseamna sa iesi din zona de confort, sa iti infrunti temeri, sa incerci lucruri noi, provocari noi si sa iti asumi riscuri
diabet de tip 2, cancer, probleme de inima	cum ar fi probleme grave de sanatate 
diabet insipid dipsogen	Cunoscuta si sub denumirea de afectiune poate provoca productia de cantitati mari de urina diluata din cauza consumului exagerat de lichide
Diabet tip 1	este numit si diabet insulino-dependent
Diabet zaharat de tip 2	este o boala caracteristica a adultilor
diabet zaharat non-insulinodependent	sau diabetul adultului
diabetul	cum ar fi boli sistemice
Diabetul	este o afectiune metabolica cronica care determina un nivel ridicat al glicemiei
Diabetul	este o afectiune a metabolismului carbohidratilor
Diabetul	caracterizata prin imposibilitatea organismului de a produce insulina pentru mentinerea unui nivel adecvat de glucoza in sange
Diabetul	este o tulburare a metabolismului
Diabetul	este o boala este o boala cronica
Diabetul	caracterizata prin secretia si eliberarea insuficienta a insulinei de catre pancreas sau utilizarea insuficienta a insulinei de catre tesuturi
Diabetul	este o boala in care organismul fie nu produce, fie nu poate folosi hormonul pancreatic numit insulina
Diabetul	este o boala cronica ce se caracterizeaza prin tulburari ale metabolismului glucidelor, fapt care determina cresterea nivelului de zahar in sange
Diabetul	este o boala cronica
Diabetul	caracterizata prin niveluri ridicate de glucoza in sange
Diabetul	este o boala cronica
Diabetul	caracterizata prin secretia si eliberarea insuficienta a insulinei de catre pancreas sau utilizarea insuficienta a insulinei de catre tesuturi
diabetul de tip 1	cum ar fi boli autoimune
Diabetul de tip 1	este o boala autoimuna
Diabetul de tip 2	este o boala pe termen lung care impiedica organismul sa foloseasca insulina in mod corect
Diabetul de tip 2	este o boala progresiva, fara dureri, dar cu consecinte devastatoare pe termen lung
Diabetul de tip 2	este o boala grava care a devenit incredibil de frecventa in ultimele decenii, provocand milioane de decese in fiecare an
diabetul sau insuficienta renala	cum ar fi afectiuni cronice de sanatate
diabetul si infectia cu HIV	cum ar fi conditii medicale care afecteaza sistemul imunitar
Diabetul zaharat	este o boala in care organismul dumneavoastra nu produce suficienta insulina pentru mentinerea valorii normale a glicemiei
Diabetul zaharat	este o afectiune metabolica
Diabetul zaharat	caracterizata prin cresterea cronica a glicemiei
Diabetul zaharat	este o afectiune endocrina caracterizata prin deficit al secretiei pancreatice de insulina
Diabetul zaharat	este o afectiune metabolica
Diabetul zaharat	caracterizata prin cresterea cronica a glicemiei
Diabetul zaharat	este o boala cronica care nu se transmite
Diabetul zaharat	, o tulburare a metabolismului care apare atunci cand organismul nu produce suficienta insulina
Diabetul zaharat	este o boala cronica care nu se transmite
Diabetul zaharat	o tulburare  a metabolismului care apare atunci cand organismul nu produce suficienta insulina
Diabetul zaharat	, o tulburare a metabolismului care apare atunci cand organismul nu produce suficienta insulina
Diabetul zaharat	caracterizata prin tulburarea metabolismului glucidic, a celui lipidic si proteic, datorita unei carente absolute sau relative de insulina
Diabetul zaharat	este o boala cronica, asociata cu niveluri anormal de mari ale glucozei in sange
Diabetul zaharat de tip 2	este o afectiune cronica a pancreasului, care afecteaza modul in care organismul metabolizeaza zaharul
Diabetul zaharat de tip 2	cunoscut sub numele de diabet zaharat non-insulinodependent
Diabetul zaharat de tip 2	(insulino-independent)
Diabetul zaharat de tip 2	este o boala cronica caracterizata prin anomalii metabolice, in special ale metabolismul glucidic ducand astfel la cresterea glicemiei peste valorile normale
Diabetul zaharat de tip 2	sau diabetul non-insulino-dependent
Diabetul zaharat de tip 2	este caracterizat prin faptul ca productia pancreatica de insulina este in continuare prezenta, uneori in cantitati chiar mai mari
Diabetul zaharat de tip 2	reprezinta ezultatul a doua disfunctionalitati: rezistenta celulelor la actiunea insulinei si deficit la nivelul pancreasului
diagnostic de spectru	ceea ce inseamna ca o persoana poate avea o serie de simptome care ii afecteaza viata de zi cu zi in moduri care variaza de la usoare la severe
Diagnosticele	precum sindromul intestinului iritabil, boala Chrohn sau diverticulita
dializa	cum ar fi afectiune cronica preexistenta, care necesita o ingrijire
dializor	denumita o membrana sintetica
dializor	denumita o membrana sintetica
diastola	(presiunea data de tonusul peretilor arteriali, atunci cand inima se relaxeaza)
dieta disociata	inseamna ca puteti manca doar o singura grupa alimentara pe zi: carbohidrati, proteine ​​etc
dieta moderna	este caracterizata de un deficit de acizi grasi Omega-3
dieta specifica	(de exemplu dieta alcalina, o dieta macrobiotica sau dieta terapeutica Gerson)
dificultati cognitive	cum ar fi confuzia, afectarea memoriei si depresia
Difteria	este o boala contagioasa care infecteaza, de obicei, nasul si gatul
Difteria	este o boala grava
dihidrotestosteron	denumit un alt androgen 
diluanti de sange, 	cum ar fi warfarina
Disautonomia	se refera la mai multe tipuri de conditii care afecteaza sistemul nervos autonom sau vegetativ
disconfort	cum ar fi un varf de caldura puternic
discrazii sanguine	(hipoplazie medulara, leucopenie, trombocitopenie, anemie semnificativa)
discuri intervertebrale	numite discuri mici
Disectia de aorta	reprezinta de fapt formarea unui canal fals in aorta, aparut prin desfacerea peretelui acesteia in 2 parti, una orientata spre lumen si alta orientata spre exterior
disfagie	(dificultate la inghitire)
disfunctiei cognitive	(pierderea memoriei) 
disfunctii erectile	reprezinta imposibilitatea obtinerii si mentinerii erectiei si se datoreaza, in majoritatea cazurilor, unui flux sangvin deficitar catre penis
Disgrafia	reprezinta un deficit de invatare
Disgrafia	fiind caracterizata prin afectarea scrierii de mana, scriere slaba, dezordonata, ilizibila sau dificultati in alegerea corecta a cuvintelor utilizate
diskinezia biliara	(fierea lenesa)
diskinezie	se refera la anumite miscari involuntare sacadate
Dislipidemia	este o afectiune manifestata prin niveluri anormale ale grasimilor din sange
dismenoree primara, anexita	(afectiuni dureroase si/sau inflamatorii ginecologice
Dispepsia functionala	este o afectiune care provoaca durere sau disconfort abdominal
Dispepsia functionala	este o afectiune care provoaca durere sau disconfort abdominal
Displazia cervicala	reprezinta o formatiune tisulara anormala la nivelul cervixului, care degenereaza adesea in cancer cervical sau cancer de col uterin
Displazia cervicala	sau neoplasmul intraepitelial cervical
Displazia fibroasa	este o afectiune osoasa benigna (noncanceroasa) in care tesutul fibros anormal se dezvolta in locul osului normal
Displazia fibroasa	este o afectiune osoasa neobisnuita in care tesutul asemanator cicatricilor (tesut fibrozat) se dezvolta in locul osului normal
Displazia fibromusculara	este o afectiune vasculara care determina ingustarea (stenoza) si marirea arterelor (anevrism)
dispnee	(dificultatea respiratiei, gafaiala)
Dispneea	este considerata o dificultate respiratorie
Dispneea	este o afectiune care consta in schimbarea ritmului si a intensitatii respiratiei
Dispneea	este considerata o dificultate respiratorie
Dispneea	este o afectiune care consta in schimbarea ritmului si a intensitatii respiratiei
Dispneea	sau respiratia dificila
distonie, boala Parkinson, epilepsie	sau alte patologii neuropsihiatrice
Distrofia lui Fuchs	este o boala oculara care afecteaza corneea, provocand tulburari de vedere, disconfort ocular sau chiar orbire
Distrofia lui Fuchs	este o boala progresiva
Distrofia musculara	se refera la un grup de peste 30 de boli ereditare, care cauzeaza slabiciune musculara si pierdere de masa musculara
diuretice tiazidice	cum ar fi clorotiazida, clorthalidona si indapamida
diverticuloza	denumita Prezenta mai multor diverticuli
diverticuloza	sau boala diverticulara
diverticulozei	(boala caracterizate de prezenta unuia sau mai multor diverticuli la nivelul intestinelor)
diverticulul	reprezinta o mica hernie a mucoasei care trece prin stratul muscular al intestinelor
Dizartria	reprezinta o afectiune care presupune o tulburare a vorbirii, aparuta ca rezultat al slabirii muschilor implicati in vorbire
Dizartria	reprezinta  o afectiune care presupune o tulburare a vorbirii, aparuta ca rezultat al slabirii muschilor implicati in vorbire
Dizartria	reprezinta o tulburare a vorbirii care poate afecta viata multor persoane
doliu	(dupa pierderea unei fiinte iubite)
dong quai	(dang gui)
dopamina	cum ar fi hormonilor care confera stare de bine
Dopamina	reprezinta unul dintre cei mai importanti neurotransmitatori de la nivelul sistemul nervos
doua tipuri principale de boli ale intestinului gros	sunt colita ulcerativa si boala Crohn
droguri	cum ar fi cocaina
droguri ilegale	cum ar fi marijuana si cocaina
drogurile	cum ar fi beta-blocantele, cocaina, amfetaminele
drusen	numite mici depozite galbene
duodenului	(prima portiune a intestinului subtire)
dupa urinare, pe test apare o singura linie	inseamna ca testul a functionat si nu sunteti insarcinata, HCG nefiind prezent in urina
dupa urinare, pe test apare o singura linie	inseamna ca testul a functionat si nu sunteti insarcinata, HCG nefiind prezent in urina
Duplicatii cervicale	Se refera la duplicatiile ce apar la nivelul esofagului
Duplicatii toracice si toracoabdominale	: detectate in regiunile toracice si toracoabdominale
Duplicatiile intestinale	reprezinta cazuri rare de boala a tractului gastro-intestinal
durere cronica	este considerata durerea care persista mai mult de 3 luni
durere cronica	este considerata a fi Durerea care dureaza 3 luni sau mai mult
durere de burta	fiind cunoscut si sub denumirea populara de sau crampe abdominale
durere de burta sau crampe abdominale	fiind cunoscut si sub denumirea populara de cel mai frecvent simptom
Durerea abdominala	se refera la orice durere resimtita in zona abdominala, indiferent de cauze
Durerea abdominala recurenta	este o afectiune este o afectiune care afecteaza copii cu varsta cuprinsa intre 4 si 11 ani
Durerea abdominala recurenta	(RAP)
Durerea de genunchi	reprezinta una dintre cele mai comune afectiuni in randul populatiei
Durerea de spate	este definita ca acuta atunci cand se intinde pe mai putin de o luna
Durerea musculara este temporara si intermitenta	ceea ce inseamna ca apare, de regula, sub forma de episoade, de intensitate variata
durerea precordiala	numita si angina pectorala
Durerea sau blocajele spatelui	reprezinta o patologie frecvent intalnita
dureri abdominale	(de stomac)
dureri abdominale	sau alte simptome neobisnuite asociate cu stomacul
Durerile abdominale	reprezinta un simptom comun al constipatiei
Ebola	este o boala foarte grava si contagioasa
Ebola	este o boala foarte grava si contagioasa, cauzata de virusul cu acelasi nume si care are originile pe continentul African
Echimoza	numita hematom sau vanataie
Echimoza	este o hemoragie hemoragie difuza a sangelui prin tesuturi care la inceput este o pata rosie, apoi culoarea se schimba succesiv trecand prin nuante de negru, albastru, violet, verzui, dupa care in urmatoarea etapa pata se ingalbeneste, iar dupa aproximativ 21 de zile dispare
echimoze	(purpura)
Echinococcus granulosus	, un vierme plat si segmentat din clasa cestodelor, masurand intre 1,5 si 6 mm lungime, ce traieste la nivelul intestinului subtire
Ecografia	cunoscut tehnica imagistica bine cunoscuta si folosita in intreaga lume, pentru diagnosticul afectiunilor abdominale
Ecografia	este tehnica imagistica bine cunoscuta si folosita in intreaga lume, pentru diagnosticul afectiunilor abdominale
Ecografia	reprezinta un examen foarte bun pentru detectarea nodulilor tiroidieni
Ecografia abdominala	reprezinta una dintre cele mai folosite metode de explorare imagistica a abdomenului
Ecografia abdominala	reprezinta una dintre cele mai folosite metode de explorare imagistica a abdomenului
Ecografia abdominala	reprezinta la ora actuala, una dintre cele mai folosite metode de explorare imagistica a abdomenului
ecografia, RMN-ul si CT-ul	cum ar fi teste 
ecografie	(o scanare cu ultrasunete 
ecografie	sau alte proceduri de imagistica
ecografie	inseamna de fapt efectuarea mai multor poze a fatului, poze care sunt facute din mai multe unghiuri, spre deosebire de ecografia 2D
