Column1	Column2
la facilitation	comme;  défini/e l'augmentation des moyens ou la réduction des obstacles pour accroître la capacité ou les occasions 
La faible dose	définie comme une dose totale de moins de 19 mg
la fausse couche	défini/e ; définie comme ; ou  la perte spontanée d'une grossesse avant la viabilité foetale, le décès du bébé (la mortinaissance ou la mortalité néonatale) et la mortalité maternelle
La fibromyalgie 	(FM)
La fibromyalgie (FM)	est un/e  une affection chronique cliniquement bien définie d'étiologie inconnue
la fibrose hépatique 	( du foi)
la fibrose kystique	et les  les troubles génétiques
La fibrose kystique	est la maladie génétique limitant l'espérance de vie la plus courante chez les personnes de race blanche
La fibrose pulmonaire idiopathique	est un/e maladie pulmonaire chronique évolutive au pronostic défavorable car aucun traitement efficace n'a encore été identifié.
la fibrose pulmonaire idiopathique	(FPI)
La fibrose pulmonaire idiopathique (FPI)	est un/e maladie associée à une morbidité et une mortalité élevées.
La fièvre jaune	(FJ)
La fièvre jaune (FJ)	est un/e  une maladie hémorragique virale aiguë fréquente dans les régions tropicales d'Afrique et d'Amérique latine
La fièvre méditerranéenne familiale	,  une maladie auto-inflammatoire héréditaire
la fluoxétine	 antidépresseur
la fluoxétine	 les autres agents antidépresseurs
la fonction pulmonaire	( volume expiratoire maximum en une seconde)
La formation de calculs dans les voies urinaires	est un/e trouble médical fréquent
la formation en systèmes en matière de prévisibilité émotionnelle et de résolution des problèmes pour le trouble de la personnalité limite 	(FSPERP)
la formation portant sur les compétences en communication	(FFC)
la fraction prévenue	(FP)
la fraction prévenue (FP)	c'est-à-dire  la différence moyenne des caries entre les groupes de traitement et de contrôle exprimée en pourcentage de l'augmentation moyenne de caries dans le groupe témoin.
la FSPERP plus la thérapie individuelle	(FSPERP+TI)
la glomérulosclérose	( un durcissement des vaisseaux sanguins dans les reins)
La goutte	est un/e  une des maladies rhumatismales les plus répandues au monde
La greffe allogénique de cellules souches hématopoïétiques	est un/e  un traitement reconnu pour de nombreux troubles hématologiques malins et non malins
La greffe allogénique de cellules souches hématopoïétiques 	(allo-HSCT)
La greffe allogénique de cellules souches hématopoïétiques (allo-HSCT)	est un/e  une option établie de traitement pour de nombreux troubles malins et non malins
La greffe de cellules souches hématopoïétiques allogéniques 	( allo-SCH)
la greffe de moelle osseuse	( GMO)
La greffe des poumons	est un/e  un traitement bien accepté chez les personnes dans la plupart des maladies pulmonaires en phase terminale
La greffe des poumons	est devenue une option de traitement utile et bien acceptée pour la plupart des maladies pulmonaires en phase terminale
La grippe	est un/e maladie respiratoire aiguë provoquée par des virus grippaux A et B.
La grippe	est un/e  une maladie virale très contagieuse qui est particulièrement fréquente pendant les mois d'hiver
la guérison clinique	(définie comme  une amélioration au moins substantielle à J7 et J28 ou la nécessité d'un retour en consultation à J28)
La kératite bactérienne	est un/e  une maladie infectieuse oculaire grave, qui peut entraîner une déficience visuelle sévère
La kératoconjonctivite atopique	(KCA)
La kératoconjonctivite atopique (KCA)	est un/e  une pathologie inflammatoire non infectieuse chronique de la surface oculaire
la kératoplastie endothéliale assistée par laser femtoseconde	(FLEK)
la kératoplastie endothéliale automatisée par le stripping de Descemet	(DSAEK)
la kératoplastie endothéliale lamellaire profonde	(par exemple DLEK)
la kératoplastie endothéliale par le stripping de Descemet 	(DSEK)
La laryngite	est un/e  une maladie infantile fréquente qui se caractérise par une toux aboyante, un stridor, un enrouement et une détresse respiratoire
La laryngite aiguë	est un/e  une maladie fréquente partout dans le monde
La lésion cérébrale acquise	( LCA)
La levodopa	est le pilier du traitement permettant d'atténuer les symptômes moteurs associés à la maladie de Parkinson
la maladie	l'arthrose
la maladie à SGB d'apparition précoce	est un/e  une affection rare
la maladie artérielle périphérique	( MAP)
La maladie artérielle périphérique	est un/e  un problème majeur de santé
La maladie artérielle périphérique	( MAP)
La maladie artérielle périphérique	(MAP)
la maladie artérielle périphérique 	(par exemple MAP)
La maladie artérielle périphérique 	(MAP)
La maladie artérielle périphérique (MAP)	est un/e  une affection courante et constitue un marqueur de l'athérosclérose systémique
La maladie artérielle périphérique (MAP) des membres inférieurs	est un/e  une manifestation importante et courante de l'athérosclérose systémique
La maladie cardio-vasculaire	est un/e  une cause majeure de mortalité dans les pays développés et en voie de développement
la maladie cardio-vasculaire	( MCV)
La maladie chronique	se caractérise par des douleurs abdominales, des diarrhées, la présence de sang dans les selles, une cirrhose du foie, une hypertension portale et un décès prématuré
la maladie coronarienne	( MC)
la maladie coronarienne	( MCV)
la maladie coronarienne 	( MC)
la maladie coronarienne 	(MC)
la maladie d'Alzheimer	( MA)
la maladie d'Alzheimer	( MA)
la maladie d'Alzheimer	( MA)
La maladie d'Alzheimer	est la cause la plus courante de démence chez les personnes âgées
la maladie d'Alzheimer	et d'autres démences
la maladie d'Alzheimer	et d'autres démences
la maladie d'Alzheimer	et d'autres démences
la maladie d'Alzheimer	(MA)
la maladie d'Alzheimer	autres  démences
La maladie d'Alzheimer (MA)	est la forme de démence la plus fréquente
la maladie de Chagas	(maladie Trypanosomiase américaine)
La maladie de Charcot-Marie-Tooth	(CMT)
La maladie de Charcot-Marie-Tooth (CMT)	constitue un grand groupe de différentes formes de neuropathie motrice et sensitive héréditaire
La maladie de Creutzfeldt-Jakob (MCJ) et la variante de la MCJ (vMCJ)	sont des maladies rares et toujours mortelles qui peuvent être transmises dans le cadre de certaines procédures médicales
La maladie de Creutzfeldt-Jakob (MCJ) et la variante de la MCJ (vMCJ)	sont  sont des maladies rares et toujours mortelles qui peuvent être transmises dans le cadre de certaines procédures médicales
la maladie de Croh	(MC)
la maladie de Crohn	( 'inflammation soit associée à un déséquilibre entre les cytokines pro-inflammatoires et anti-inflammatoires produites dans la muqueuse intestinale)
la maladie de Crohn	( MC)
La maladie de Crohn	est un/e  un état inflammatoire intestinal, comprenant une réponse immunitaire hyperactive de la flore intestinale
la maladie de Crohn	( MC)
La maladie de Crohn	est un/e  une affection inflammatoire transmurale récurrente touchant le tube digestif
La maladie de Crohn	se caractérise par un état de dérégulation de l'inflammation
La maladie de Crohn	(MCV)
La maladie de Crohn (MC)	est un/e  une maladie intestinale inflammatoire chronique qui touche le plus souvent l'iléon et le colon
La maladie de décompression (MDD)	est due à la formation de bulles dans le sang ou les tissus suite à la respiration de gaz comprimé
La maladie de Duchenne de Boulogne	(MDB)
La maladie de Duchenne de Boulogne (MDB)	est un/e défini/e un trouble musculaire évolutif qui se déclare dans l'enfance, entraîne une incapacité grave et réduit l'espérance de vie des patients.
La maladie de Hodgkin	  la malignité non indicatrice du sida la plus courante chez les patients infectés par le VIH
La maladie de Hodgkin (MH)	est la malignité non indicatrice du sida la plus courante chez les patients infectés par le VIH
La maladie de Kawasaki	est la cause la plus fréquente de maladie cardiaque acquise chez les enfants dans les pays développés.
La maladie de Kawasaki	est la cause la plus fréquente de maladie cardiaque acquise chez les enfants dans les pays développés.
la maladie de McArdle	(maladie glycogénose type V de Cori)
La maladie de McArdle	est un/e  une myopathie métabolique rare causée par une absence complète de l'enzyme glycogène phosphorylase musculaire
La maladie de McArdle	une absence de phosphorylase musculaire entraînant une intolérance à l'exercice, une rhabdomyolyse avec myoglobinurie et une insuffisance rénale aiguë
La maladie de McArdle 	maladie due à une absence de phosphorylase musculaire entraînant une intolérance à l'exercice, une rhabdomyolyse avec myoglobinurie et une insuffisance rénale aiguë.
La maladie de McArdle 	(glycogénose type V de Cori)
La maladie de Ménière	est un/e  une affection qui se caractérise par une perte auditive, des acouphènes et un vertige invalidant.
la maladie de Ménière	ou  le syndrome de Ménière
La maladie de Ménière	est un/e  une affection invalidante où des épisodes récurrents de vertiges s'accompagnent de surdité, d'acouphènes et/ou de plénitude auriculaire
La maladie de Ménière	est un/e trouble qui se caractérise par une perte auditive, des acouphènes et des vertiges incapacitants
la maladie de Ménière	 le syndrome de Ménière
La maladie de Ménière	se caractérise par vertiges, surdité et acouphènes qui peuvent être accompagnés d'une sensation d'oreille pleine
la maladie de Ménière	se caractérise par des crises de pertes auditives, d'acouphènes et de vertiges invalidants
La maladie de Paget extra-mammaire	est un/e  une forme rare de cancer de la peau superficielle
la maladie de Parkinson	( MP)
la maladie de Parkinson	( MP)
la maladie de Parkinson	( MP)
la maladie de Parkinson	( MP)
La maladie de Parkinson	est l'une des l'une des plus fréquentes des maladies neurodégénératives communes
la maladie de Parkinson	(MP)
La maladie des motoneurones	(MMN)
La maladie des motoneurones (MMN)	est un/e  une maladie neurodégénérative progressive pouvant entraîner une dysphagie, un affaiblissement des membres, une dysarthrie, une labilité émotionnelle et une insuffisance respiratoire
La maladie des motoneurones (MMN)	 également connue sous le nom de sclérose latérale amyotrophique
La maladie des trompes	en particulier l'hydrosalpinx
la maladie du greffon contre l'hôte	( MGCH)
la maladie du greffon contre l'hôte	( MGCH)
La maladie du greffon contre l'hôte	,  une pathologie survenant fréquemment après une greffe de cellules souches hématopoïétiques, est la conséquence d'une attaque des tissus hôtes par les cellules immunitaires du donneur
la maladie du greffon contre l'hôte	( MGCH)
la maladie du greffon contre l'hôte	( GVHD)
La maladie du greffon contre l'hôte	(MGCH)
la maladie du greffon contre l'hôte 	(MGCH)
la maladie du motoneurone	(MMN)
La maladie intestinale inflammatoire	(MII)
La maladie intestinale inflammatoire (MII)	est un/e défini comme un trouble gastro-intestinal chronique 
La maladie localisée 	( limitée aux reins ou à l'uretère, sans aucun élargissement global des ganglions lymphatiques régionaux sur imagerie)
La maladie occlusive artérielle périphérique	(MOAP)
La maladie occlusive artérielle périphérique (MOAP)	est un/e  une cause courante de morbidité et de mortalité en raison de maladies cardiovasculaires dans la population générale
La maladie parodontale et les caries dentaires	sont des maladies buccales très répandues pouvant provoquer des douleurs, un inconfort ainsi que des soucis d'hygiène bucco-dentaire et d'esthétique, et, à terme, la perte de dents
la maladie pulmonaire chronique	( MPC)
la maladie pulmonaire chronique 	( MPC)
la maladie pulmonaire chronique 	( MPC)
la maladie pulmonaire chronique 	(MPC)
La maladie pulmonaire obstructive chronique	(MPOC)
la maladie pulmonaire obstructive chronique (MPOC)	y compris bronchopneumopathie obstructive chronique (BPCO)
La maladie pulmonaire obstructive chronique (MPOC)	est un/e  une maladie obstructive des voies aériennes irréversible, dans laquelle les patients souffrent souvent de crises
La maladie pulmonaire obstructive chronique (MPOC)	est un/e  une maladie pulmonaire obstructive chronique
la maladie rénale chronique	( MRC)
la maladie rénale chronique	(MRC)
la maladie rénale chronique 	( MRC)
La maladie rénale chronique (MRC)	est un/e  un facteur de risque important pour les maladies cardiovasculaires et la mort prématurées
la maladie rénale diabétique	( MRD)
La maladie rénale diabétique	est un/e  une des principales complications microvasculaires chroniques du diabète de type 2
La maladie rénale diabétique	également appelée  néphropathie diabétique
La maladie rénale diabétique (MRD)	également appelée néphropathie diabétique (ND) 
la maladie rénale en phase terminal	( MRPT)
la maladie rénale terminale	( MRT)
la maladie rénale terminale	( MRT)
la maladie rénale terminale	( MRT)
la maladie rénale terminale 	(MRT)
la maldie artérielle périphérique	provoque une morbidité et une mortalité considérables
La mécamylamine	est un/e  un antagoniste de la nicotine
la mémoire et le comportement opérant	 par exemple  les taux de réponse et les effets de stimulus discriminatif
La métaplasie intestinale gastrique	(GIM)
La métaplasie intestinale gastrique (GIM)	est un/e  une affection précancéreuse reconnue de l'estomac
La méthadone	appartient une classe d'analgésiques
La méthadone	opiacés
la MI	est un/e  une maladie bénigne et spontanément résolutive qui nécessite uniquement un traitement symptomatique
La migraine	est un/e trouble fréquent et incapacitant
La migraine	est un/e  une affection très handicapante
La migraine	est un/e trouble fréquent et incapacitant
La migraine	est un/e  une affection fortement invalidante
La migraine	est un/e  une affection fortement invalidante
La migraine	est un/e  une affection fortement invalidante
la mitoxantrone	( MX)
la mobilisation tardive	(définie l'alitement du patient pendant au moins quatre semaines après l'apparition des symptômes)
La mononucléose infectieuse	est un/e affection lymphoproliférative bénigne.
La mononucléose infectieuse	 également connue sous le nom de maladie du baiser
la morbidité cardiovasculaires	par exemple la mortalité et la morbidité liées aux maladies cérébrovasculaires et coronariennes
la mortalité périnatale	(définie comme  la mortinatalité après l'entrée dans l'essai, ou le décès d'un nourrisson né vivant jusqu'à 28 jours d'âge)
la mortalité périnatale	(par exemple mortinaissance et mortalité néonatale)
la mortinaissance	 ou la mortalité néonatale
la mucoviscidose	maladies génétiques
la mucoviscidose	 les troubles génétiques
la mucoviscidose	maladie maladies génétiques
la mucoviscidose	défini/e ; définie comme maladies génétiques
la mucoviscidose	maladie maladies génétiques
la mucoviscidose	maladie maladies génétiques
la mucoviscidose	 maladies génétiques
la mucoviscidose	 maladies génétiques
la mucoviscidose	 maladies génétiques
la mucoviscidose	maladie maladies génétiques
la mucoviscidose	maladie maladies génétiques
la mucoviscidose	maladie maladies génétiques
La mucoviscidose	est un/e  une affection héréditaire provoquant des sécrétions respiratoires épaisses et collantes
La mucoviscidose	est un/e  une maladie génétique qui affecte plusieurs organes
La mucoviscidose	est un/e  une maladie génétique dans laquelle la production anormale de mucus dans les poumons est associée à une sensibilité à l'infection persistante
la mucoviscidose	et  les troubles génétiques
La mucoviscidose	est un/e  une affection récessive héréditaire du transport du chlorure qui se caractérise par des infections pulmonaires récurrentes et persistantes par des organismes résistants
La mucoviscidose	est un/e  une maladie multi-système caractérisée par la production de sécrétions épaisses provoquant des infections pulmonaires récurrentes, souvent par des bactéries inhabituelles
la mucoviscidose	( la maladie)
La mucoviscidose	est un/e  une affection multisystémique héréditaire potentiellement mortelle associée à des troubles pulmonaires, qui se caractérise par des sécrétions anormalement épaisses dans les voies respiratoires ainsi qu'une infection bactérienne persistante
la mucoviscidose	et les  les maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques de type hémoglobinopathies
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques faisant partie des coagulopathies
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose	et les autres maladies génétiques
la mucoviscidose 	maladie maladies génétiques
La multimorbidité	 deux ou plusieurs maladies chroniques chez un même individu
La multimorbidité	 deux ou plusieurs maladies chroniques chez un même individu
La MV	définie comme  une thérapie manuelle visant la colonne vertébrale qui inclut à la fois la manipulation et la mobilisation
La myasthénie	est un/e maladie auto-immune déclenchée par des autoanticorps qui ciblent le plus souvent le récepteur nicotinique de l'acétylcholine.
La myasthénie grave	est un/e maladie auto-immune dans laquelle des auto-anticorps interfèrent avec la transmission neuromusculaire.
la myasthénie oculaire	ce que l'on appelle myasthénie grave présentent des symptômes purement oculaires
La myocardite 	défini/e ; définie comme une inflammation du myocarde accompagnée d'une nécrose de cellules du myocarde
La myopie	est un/e  une affection oculaire dans laquelle la puissance de réfraction de l'oeil est plus importante que nécessaire, faisant que la lumière provenant des objets éloignés est focalisée devant la rétine plutôt que précisément sur celle-ci
La myopie	( anomalie de la vision de loin)
La myopie	entraine une vision trouble des objets éloignés
La myopie	est un/e affection/s une affection oculaire
La myopie 	est un/e  un des trois troubles de la réfraction (focalisation) fréquemment détectés
la naissance vivante	définie comme  la naissance d'un foetus vivant au terme de 20 semaines complètes de gestation
la naloxone	(antagoniste des opiacés)
La narcolepsie	est un/e trouble du système nerveux central dont les principaux symptômes se caractérisent par une somnolence diurne excessive (SDE) et une cataplexie
La nébulisation  continue 	définie comme  une administration véritablement continue de bêta-agonistes en aérosol
La nécrolyse épidermique toxique	est un/e  une maladie rare dans laquelle une réaction à un médicament entraîne une perte de peau
la nécrolyse épidermique toxique	,  une maladie classiquement associée à des taux de mortalité proches de 30 pour cent
la néoplasie intra-épithéliale cervicale	(CIN)
La néoplasie intra-épithéliale du canal anal 	(AINS)
La néoplasie intra-épithéliale du canal anal (AIN)	est un/e  une affection pré-maligne de l'épithélium transitoire du canal anal associée à une infection par le papillomavirus humain (HPV)
La néphropathie chronique	est un/e  un problème de santé publique dans le monde entier, créant un risque accru de maladie cardiovasculaire et d'insuffisance rénale
La néphropathie chronique 	(NPCsy)
La néphropathie chronique (NPC)	est un/e  une maladie de longue durée qui survient suite à une altération des reins
la néphrotoxicité	, définie comme  une augmentation de 100  pour cent  de la créatinine sérique 
la neuroleptanalgésie	(est un état de quiescence, d'altération de la conscience et d'analgésie produite par la prise d'un analgésique opioïde combiné avec un antipsychotique)
La neuropathie paraprotéinémique	désigne les neuropathies associées à une gammapathie monoclonale ou à une paraprotéine
La neuropathie vasculaire non systémique	est un/e  une maladie rare et incapacitante qui présente généralement un cadre sous-aigu de déficit sensoriel ou sensorimoteur progressif ou récurrent-rémittent
La névralgie amyotrophiante	est un/e trouble distinct du système nerveux périphérique caractérisé par des épisodes (attaques) de douleurs neuropathiques extrêmes, ainsi qu'une faiblesse multifocale et une atrophie rapides des membres supérieurs
La névralgie amyotrophiante	(également appelée syndrome de Parsonage-Turner)
La névralgie amyotrophiante 	(également appelée syndrome de Parsonage-Turner)
La nidothérapie	est un/e  une méthode thérapeutique qui vise principalement à modifier l'environnement des personnes souffrant de schizophrénie et d'autres troubles mentaux graves
La non-observance	est un/e  un problème significatif chez les patients atteints de troubles mentaux graves
La panbronchiolite diffuse 	(PBD)
La panbronchiolite diffuse (PBD)	est un/e  une maladie respiratoire chronique
La pancréatite aiguë	est un/e maladie abdominale urgente, relativement commune, mais sans une thérapie spécifique pour la traiter.
La papillomatose respiratoire récurrente	est un/e  une affection caractérisée par des excroissances papillomateuses (ressemblant à des verrues) bénignes dans les voies aériennes supérieures
La papillomatose respiratoire récurrente	(PRR)
La papillomatose respiratoire récurrente (PRR) 	est un/e  une affection bénigne de la muqueuse des voies aérodigestives supérieures
la paralysie supranucléaire progressive	(PSP)
la paroxétine 	d'autres agents antidépresseurs 
la PCA cliniquement significativ	c'est-à-dire  une PCA présentant des symptômes ou signes cliniques d'un effet sur le fonctionnement des organes, attribuable au canal artériel
La pemphigoïde bulleuse 	(PB)
La pemphigoïde bulleuse (PB)	 est la maladie auto-immune de boursouflure de la peau la plus courante dans le monde occidental.
La pemphigoïde des muqueuses et l'épidermolyse bulleuse acquise	sont des maladie des maladies bulleuses auto-immunes de la peau, acquises et rares.
la période néonatale	( 28 premiers jours de vie)
la période suivant l'accouchement 	(post-partum)
la phase de convalescence	( trois mois ou plus après l'apparition de la maladie)
la phase orale	(déplacement des aliments ou des liquides vers le fond de la cavité orale avec la langue placée à la base de la gorge)
la phase orale 	(déplacement des aliments ou des liquides vers le fond de la cavité orale avec la langue placée à la base de la gorge)
la phase pharyngée	(déglutition des aliments ou des liquides et leur avalage via le pharynx jusqu'à l'oesophage)
la phase préparatoire orale de la déglutition	(mastication et préparation des aliments)
La phénylcétonurie	est un/e  une maladie héréditaire traitée par la restriction dans l'alimentation de l'acide aminé phénylalanine
La phénylcétonurie	est un/e  une maladie héréditaire
La pneumonie	est un/e  une inflammation aiguë des poumons
La pneumonie communautaire	est un/e  une maladie fréquente
la pneumonie interstitielle non spécifique	(PINS)
la pneumonie non sévère	définie...comme une toux ou une respiration difficile avec une fréquence respiratoire supérieure à la valeur spécifique à l'âge prédéfinie par l'OMS
La pneumonie sous ventilation assistée	(PVA)
La pneumonie sous ventilation assistée (PVA)	est un/e  est une maladie infectieuse fréquente dans les unités de soins intensifs (USI)
La polyarthrite rhumatoïde	est un/e  une maladie auto-immune systémique et persistante provoquant une inflammation de la paroi synoviale des articulations et des gaines des tendons
La polyarthrite rhumatoïde	(PR)
la polyarthrite rhumatoïde	(PR)
la polyarthrite rhumatoïde 	(PR)
La polyarthrite rhumatoïde (PR)	est un/e maladie inflammatoire chronique et systémique qui affecte principalement les petites articulations des mains et des pieds.
La polyradiculonévrite inflammatoire démyélinisante chronique 	(PIDC)
La polyradiculonévrite inflammatoire démyélinisante chronique (PIDC)	est un/e  une maladie paralysante progressive ou récurrente et rémittente probablement due à une réponse auto-immune contre laquelle les corticostéroïdes devraient être bénéfiques
la posologie du traitement	(c'est-à-dire le nombre de séances de thérapie)
La pré-éclampsie	  une affection multisystémique de la grossesse caractérisée par une hypertension et la présence de protéines dans les urines
La pré-éclampsie	est,  dysfonctionnement endothélial
La prégabaline	est un/e  un anticonvulsivant qui est également utilisé pour le traitement des troubles douloureux chroniques
la pression artérielle	(PA)
la pression artérielle diastolique 	(PAD)
la pression artérielle systolique 	( PAS)
La prévention secondaire des MCV	définie comme  une action visant à réduire la probabilité de récurrence de tels événements
La prière	est l'une des interventions les plus anciennes et les plus utilisées pour tenter de soulager la maladie et de promouvoir une bonne santé.
la prise de poids, les ballonnements 	par exemple les effets indésirables les plus courants
La prise en charge intensive 	(PCI)
La prise en charge intensive (PCI)	est un/e  un dispositif de soins mis en place dans la communauté visant à fournir des soins à long terme aux personnes atteintes de graves maladies mentales qui n'ont pas besoin d'une hospitalisation immédiate
La prise en charge multidisciplinaire	( PCMD)
la progression de la cataracte	(définie comme  une modification dans l'aspect de la cataracte que ce soit en mieux ou en pire)
la progression de la maladie	( un nouvel événement symptomatique du SIDA ou le décès)
La prophylaxie antibiotique intrapartum	( PAI)
La prophylaxie mécanique	(par exemple les bas anti-emboliques, la compression pneumatique intermittente et les dispositifs de stimulation fonctionnelle du pied)
la prophylaxie pharmacologique	(par exemple l'héparine, les inhibiteurs du facteur Xa, les antagonistes de la vitamine K, les inhibiteurs directs de la thrombine, les antiplaquettaires)
La prostatite chronique	est un/e  une affection provoquant une morbidité significative chez les hommes due à un ensemble de symptômes urinaires, de troubles sexuels et de douleurs pelviennes associés
La prostatite chronique	est un/e  une affection qui porte atteinte à la qualité de vie des hommes
La prostatite chronique	/ syndrome pelvien douloureux chronique (PC/SPDC)
la psychoéducation	(PE)
la psychose	(par exemple les troubles schizophréniformes et schizo-affectifs)
La psychothérapie	est un/e : considéré le traitement de première ligne pour les personnes atteintes de trouble de la personnalité limite
la psychothérapie de déconstruction dynamique 	(PDD)
la psychothérapie interpersonnelle 	(PTI)
La pustulose palmo-plantaire	(PPP)
La pustulose palmo-plantaire (PPP) chronique	est un/e  une affection cutanée chronique qui se caractérise par des plaques de pustules stériles sur la paume des mains et la plante des pieds qui apparaissent régulièrement au fil des mois ou des années
la qualité de la méthodologie	 le risque de biais des essais inclus
la qualité de vie	( QV)
la qualité de vie liée à la santé	( QVLS)
la qualité de vie liée à la santé	( QVLS)
la qualité de vie liée à la santé	( QVLS)
la quantité de liquide excédentaire restant dans le bras après traitement, calculé en ml 	(bras affecté après traitement moins bras non affecté après traitement)
la radiothérapie	est un/e traitement un traitement bien établi pour certaines tumeurs solides
la radiothérapie 	est un/e  un traitement bien établi pour certaines tumeurs solides
la réalité virtuelle	défini/e…comme une technologie numérique en temps réel utilisant des images, des sons et autres stimuli sensoriels afin de créer un monde interactif généré par ordinateur et servant d'outil thérapeutique
La récidive de pneumothorax	définie comme  une nouvelle survenue du même côté sept jours au moins après la résolution initiale
La récidive orthodontique	définie comme  une tendance des dents à revenir à leur position de prétraitement et cela se produit en particulier au niveau des dents avant inférieures
la récupération subjective 	(par exemple la fatigue, le bien-être)
La réduction de l'amplitude de dorsiflexion de la cheville	ou, équinisme de la cheville
la rééducation standard	, par exemple une forme incomplète d'intervention de réadaptation professionnelle
La réhabilitation respiratoire	 une intervention qui comprend un réentraînement à l'exercice
La réhabilitation respiratoire	, bénéfique pour les personnes atteintes d'autres maladies pulmonaires chroniques ; cependant ses effets dans la PI n'ont pas été bien caractérisés
la rémission complète des symptômes boulimiques	défini/e ; définie comme une réduction de 100  pour cent  des épisodes d'hyperphagie ou de purge entre l'inclusion et le dernier suivi
La reprise précoce de l'alimentation 	définie comme  intervenant dans les 12 heures suivant le début de la réhydratation
la reprise tardive 	  intervenant plus de 12 heures après le début de la réhydratation
la respiration sifflante d'origine virale et l'asthme	incluent Les maladies accompagnées de respiration sifflante intermittente
La respiration sifflante épisodique récurrente associée à une infection des voies respiratoires supérieures (IVRS) d'origine virale	est un/e  une maladie clinique spécifique distincte de l'asthme allergique persistant
La resténose	/ réocclusion des segments dilatés
la restriction	comme défini/e l'utilisation de règles pour réduire la possibilité de pratiquer le comportement visé (ou d'amplifier ce comportement en réduisant la possibilité d'adopter des comportements concurrents)
La restriction de la croissance foetale	définie comme  la non concrétisation du potentiel de croissance
La rétention placentaire	est un/e  une affection potentiellement mortelle du fait de son lien avec l'hémorragie postpartum
La réticulation	ou   le cross-linking 
La rétinite pigmentaire	(RP)
La rétinite pigmentaire(RP)	constitue un groupe de maladies héréditaires des yeux qui se caractérise par une dégénérescence progressive des photorécepteurs rétiniens
La rétinopathie de la prématurité	(RP)
La rétinopathie de la prématurité (RP)	est un/e  une maladie complexe des vaisseaux sanguins rétiniens en développement et est l'une des principales causes de cécité infantile évitable
la rétinopathie du prématuré	(RPD)
la rétinopathie du prématuré	(RDP)
La réussite de la prévention	défini/e ; définie comme la prévention d'une rechute tout en recevant une prophylaxie
La rhabdomyolyse	est un/e  une affection qui se caractérise par la nécrose des tissus musculaires squelettiques et l'écoulement du contenu intracellulaire myocitaire dans la circulation sanguine
La rhinite allergique	est un/e  une maladie très répandue qui résulte d'une réaction d'hypersensibilité, à médiation IgE, de la muqueuse nasale aux allergènes inhalés
La rhinite allergique	est un/e trouble des membranes nasales et des tissus environnants
La rhinosinusite chronique	est un/e  une maladie fréquente, caractérisée par une inflammation de la muqueuse du nez et des sinus paranasaux entraînant une obstruction nasale, un écoulement nasal, une pression ou douleur faciale et la perte de l'odorat
La rhinosinusite chronique	est un/e  une maladie fréquente, caractérisée par une inflammation de la muqueuse du nez et des sinus paranasaux entraînant une obstruction nasale, une rhinorrhée, une pression ou douleur faciale et la perte de l'odorat
La rhinosinusite chronique	(RSC)
La rhinosinusite chronique (RSC)	est un/e trouble inflammatoire du nez et des sinus
la rhinosinusite et la polypose nasale 	(définie EPOS)
la rotation manuelle prophylactique	défini/e…comme une rotation réalisée sans accouchement assisté immédiat
La rougeole	est un/e  une maladie infectieuse provoquée par le Morbillivirus
La rougeole, les oreillons et la rubéole (ROR)	sont des maladies graves potentiellement mortelles ou invalidantes.
la rubéole 	(ROR)
La sarcoïdose pulmonaire	est un/e  une maladie courante à l'évolution imprévisible
