Column1	Column2
Fédération française de pneumologie ( FFP )	: maladie/s l' ensemble des associations de pneumologie , Société de pneumologie de langue française , syndicats (SAR et SPH ) , Comité national de lutte contre les maladies respiratoires , associations locales et régionales de pneumologues
fibrome , malformation , synéchie , hypoplasie , béance du col	(Anomalie morphologique de l' utérus dépistée par hystérographie après la gestation)
fibrose	(les cellules musculaires cardiaques sont remplacées progressivement par de la graisse et du tissu fibreux)
filament fin	appelé/e fil-guide
fistule	: canal anormal par lequel s' écoule un liquide physiologique (de la matière fécale par exemple ) et entretenu par l' écoulement de ce liquide
fistule	: canal anormal par lequel s' écoule un liquide physiologique et entretenu par l' écoulement de ce liquide
Fistule	: maladie/s canal anormal qui peut se développer entre deux organes ou entre un organe et la peau au cours d' une maladie ou à la suite d' un traitement
Fistule	: maladie/s canal anormal qui peut se développer entre deux organes ou entre un organe et la peau au cours d' une maladie ou à la suite d' un traitement
fistules	(par exemple tunnel de communication anormal entre deux organes : vagin et rectum par exemple)
fistulisation	(Ouverture)
fonction motrice	(maladie/s MFM)
fonctions essentielles	comme trouble/s la marche , la parole , la vision
forme hépato-musculaire	(touchant à la fois le foie et le muscle)
formes autosomiques dominantes	(syndrome de Romano Ward)
formes autosomiques dominantes	signifie le gène anormal peut se transmettre à la descendance avec un risque de 50 pour chaque enfant , et un risque équivalent pour les garçons et les filles
formes d' amyotrophies spinales	(d' autres maladie/s amyotrophie spino-bulbaire liée à l' X ou syndrome de Kennedy , amyotrophie spinale scapulo-péronière)
formes dites « asymptomatiques »	maladie/s peut n' entraîner aucune manifestation
frontales ou fronto-pariétales	(en avant et sur le dessus de la tête)
furoncles	(ou boutons purulents)
furonculoses	(infections de la peau caractérisées par la survenue de boutons purulents)
galactorrhée	(des « montées de lait »)
ganglions axillaires	(aisselles)
gastroentérologie	: trouble/s partie de la médecine spécialisée dans les troubles du tube digestif
gastroentérologie	: trouble/s partie de la médecine spécialisée dans les troubles du tube digestif
gastroentérologue	: maladie/s médecin spécialisé dans les maladies du tube digestif
gastroentérologue	: maladie/s médecin spécialisé dans les maladies du tube digestif
génétique	: maladie/s spécialité qui étudie des facteurs héréditaires pouvant favoriser le développement de certaines maladies
génétique en cancérologie	(appelé/e oncogénétique)
genu varum ou genu valgum	(une anomalie de l' axe des membres inférieurs)
gigantisme	(maladie/s une croissance excessive et rapide de l' ensemble du corps)
gigantisme	(une très grande taille)
glande endocrine	: organe qui fabrique une substance qu' elle libère dans le sang ou la lymphe (une hormone par exemple )
glandes	notamment ; autres ; () hypophyse
glandes endocrines	(maladie/s pancréas , parathyroïde)
globules blancs	(affection/s cellules qui circulent dans le sang et qui attaquent tout élément étranger à notre corps)
glycémie	(le taux de sucre dans le sang)
glycémie	(taux de sucre)
glycogène de structure anormale	(glycogénose type 4 ou amylopectinose)
Gore-Tex	communément appelée prothèse - matériau synthétique - reliant une artère et une veine du bras
greffon	(veine ou greffon de synthèse)
gros ganglions à l' aine	(maladie/s bubons)
gros intestin	aussi appelé colon
gros intestin	appelé/e le côlon
guérison	: maladie/s disparition des signes et des symptômes d' une maladie et retour à une bonne santé
guérison	: maladie/s disparition des signes et des symptômes d' une maladie et retour à une bonne santé
guérison	: maladie/s disparition des signes et des symptômes d' une maladie et retour à une bonne santé
guérison	: maladie/s disparition des signes et des symptômes d' une maladie et retour à une bonne santé
gynécomastie	(trouble/s une augmentation du volume de la poitrine)
gynécomastie	(maladie/s une augmentation du volume de la poitrine)
gynécomastie	(augmentation de volume des glandes mammaires et de la poitrine)
gynécomastie	(gonflement des seins)
gynoïde	donc de type féminin
Hedgehog	appelé/e une voie métabolique anormalement activée dans de nombreux cancers
hématies	(aussi appelés globules rouges)
Hématologue	: est un/e maladie/s un médecin spécialiste des maladies du sang
hémiplégie	(trouble/s paralysie d' un côté du corps)
hémochromatose	(maladie du métabolisme du fer)
hémochromatose	(maladie du métabolisme du fer)
hémodialyse	(acte au cours duquel une machine élimine les déchets du sang du patient et renvoie le sang propre au patient)
hémoglobine	signifie un constituant essentiel des globules rouges
hémoglobine Bart	appelé/e hémoglobine anormale
hémoglobine H	appelé/e molécule anormale
hémoglobinopathies	(maladie/s maladies de l' hémoglobine)
hémogramme	(appelé/e aussi Numération Formule Sanguine ou NFS)
hémolyse	(destruction accrue des globules rouges)
hémolyse	appelé/e destruction accélérée
hémorragie utérine	(maladie/s métrorragie)
hémorragies	(maladie/s tendance aux saignements)
hépatique	(problème venant du foie)
hépatomégalie	(maladie/s un foie anormalement gros)
hépatomégalie	(appelé/e augmentation du volume du foie)
héréditaire	c' est-à-dire maladie/s la maladie peut se transmettre des parents aux enfants
hétérozygote	(ou maladie/s conductrice : un chromosome X normal , l' autre altéré)
hirsutisme	(trouble/s augmentation de la pilosité)
HMG CoA réductase	par exemple traduisez HydroxyMéthylGlutaryl CoenzymeA réductase
holoprosencéphalie	(l' absence de division des hémisphères cérébraux)
hormone de croissance	aussi appelé GH
hormone de croissance	ou hormone somatotrope
hormone sexuelle mâle	(par exemple la testostérone)
hormone somatotrope	(STH)
hormones	telles que la dopamine ou la prolactine
hormones masculines	(maladie/s hormones androgènes)
hormones masculines	(maladie/s androgènes)
hormones sexuelles	telles que la progestérone ou les œstrogènes
hormonothérapie	a pour but empêcher certaines hormones d' agir sur les cellules cancéreuses afin de ralentir ou de stopper leur croissance
hormonothérapie de remplacement	(maladie/s HTR)
human leucocyte antigen	(appelé/e aussi CMH : complexe majeur d' histocompatibilité)
hypercholestérolémie	(maladie/s excès de cholestérol )
hypercholestérolémie	ou maladie/s Un taux de cholestérol élevé
hyperCKémie	(élévations isolées des enzymes musculaires)
hyperexcitabilité musculaire	c’est-à-dire le muscle se met en activité à la moindre excitation mécanique
hyperglycémie	(trouble/s une augmentation , dans le sang , des sucres)
hyperglycémie	(un excès de sucre dans le sang)
hyperglycémie	(un excès de sucre dans le sang)
hyperglycémie	que l' on appelle le sang contient trop de sucre
hyperglycémie	que l' on appelle le sang contient trop de sucre
hyperlipidémie , hypercholestérolémie	(une augmentation , dans le sang , des graisses)
hyperparathyroidie	(sécrétion anormalement élevée des glandes parathyroïdes)
hyperparathyroidie	(sécrétion anormalement élevée des glandes parathyroïdes)
Hypertension	: maladie/s cette maladie oblige le cœur à pomper beaucoup plus fort pour faire circuler le sang
hypertension , artériosclérose	d' autres maladie/s maladies abîmant le cœur
hypertension artérielle	(trouble/s élévation de la pression artérielle)
Hypertension artérielle pulmonaire	"-" pression artérielle élevée dans les artères qui conduisent le sang du côté droit du cœur jusqu’aux poumons  )
Hypertension artérielle secondaire	: maladie/s l' hypertension artérielle résulte d' une autre maladie
hypertension intracrânienne	(HIC)
hypertension intracrânienne	(une augmentation de la pression à l' intérieur du crâne chez la mère)
hypertension rénovasculaire	(tension artérielle élevée causée par le rétrécissement des artères rénales)
hypertrophie bénigne de la prostate	ou maladie/s HBP
hypertrophie bénigne de la prostate	ou maladie/s HBP
hypoderme	appelé/e tissu sous-cutané
hypodermite	(inflammation chronique du tissu sous-cutané)
hypokaliémie	(un déficit en potassium
hypokinésie	(maladie/s fatigue musculaire)
hypophysaire	par exemple un geste chirurgical
hypopnée	(respiration partiellement bloquée)
hypotension orthostatique	(problèmes de régulation du système urinaire et génital)
hypothalamus	(appelé/e une seconde glande)
hypothyroïdie	(maladie/s L' insuffisance thyroïdienne)
Hypothyroïdie	: maladie/s Maladie de la thyroïde qui ne produit plus assez d' hormones thyroïdiennes
hypotonie	(maladie/s une fatigabilité et d' une faiblesse musculaire)
hypotonie	par exemple maladie/s une diminution du tonus musculaire
hypotonie	(l' enfant paraît mou)
hystérectomie	(appelé/e L' ablation de l' utérus)
hystérectomie	(appelé/e L' ablation de l' utérus)
hystéroscopie	appelé/e une technique
hystéroscopie	appelé/e le chirurgien examine l' intérieur de l' utérus
ibuprofène	par exemple Advil
ibuprofène	par exemple Advil©
ICT	(« mini-AVC » )
ictère	(coloration jaune des yeux et/ou de la peau)
ictère ou jaunisse	appelé/e coloration jaunâtre de la peau et/ou des conjonctives
idiopathiques	(maladie/s sans cause connue)
imagerie à double énergie	appelé/e une forme améliorée de technologie radiographique
imagerie à double énergie	(DXA or DEXA)
imagerie par résonance magnétique	(IRM)
images diagnostiques	en particulier les radiographies ou les films d' IRM ou de scanner
immunosuppresseurs	(Certains maladie/s méthotrexate surtout , azathioprine , cyclophosphamide)
impaction de baryum	appelé/e une obstruction du système gastro-intestinal inférieur
in utero	(maladie/s dans le ventre de la mère)
incidence	(maladie/s nombre de nouveaux cas par an)
incidence	: maladie/s terme utilisé en épidémiologie pour définir le nombre de nouveaux cas d' une maladie , pendant une période donnée et dans une population déterminée
incidence	(nombre de nouveaux cas par an)
index d' apnées/hypopnées	(maladie/s IAH)
induction	appelé/e La phase d' endormissement
infarctus du myocarde	(crise cardiaque)
infarctus du myocarde	(maladie/s crise cardiaque)
infection	: maladie/s présence d' un microorganisme invisible à l' œil nu susceptible de provoquer des maladies (bacille , bactérie , virus )
infection	: maladie/s présence d' un microorganisme invisible à l' œil nu susceptible de provoquer des maladies (bacille , bactérie , virus )
infection	: maladie/s présence d' un microorganisme invisible à l' œil nu (bactérie , bacille , virus ) , susceptible de provoquer des maladies
infection	: maladie/s présence d' un microorganisme invisible à l' œil nu (bactérie , bacille , virus ) , susceptible de provoquer des maladies
infection transmise sexuellement	(ITS)
infection transmise sexuellement	(ITS)
Infections transmissibles sexuellement et par le sang	(maladie/s ITSS , MTS)
Infections transmissibles sexuellement et par le sang	maladie/s ITSS , MTS
Infections vaginales	(mycoplasmes , chlamydiae)
infections virales	(maladie/s mononucléose , hépatite C)
infiltration	communément appelée un traitement par injection locale
inhalateur de secours	(pompe bleue
innervation motrice	(maladie/s atteinte de l'unité motrice)
Insomnie	, trouble/s troubles du sommeil
insuffisance hépatique	on parle alors d´ le foie n'arrive plus à détruire les toxines présentes dans le sang
insuline	(hormone produite par le pancréas)
interruption de grossesse	(maladie/s interruption médicale de grossesse ou IMG)
interruption médicale de grossesse	(maladie/s IMG)
Intolérance au gluten	(maladie/s maladie coeliaque)
irritants	par exemple le tabac
ITSS , MTS	(maladie/s Infections transmissibles sexuellement et par le sang)
jaunisse	(trouble/s peau et blanc des yeux devenant jaunes)
jaunisse	(maladie/s teinte jaune de la peau et des yeux)
jaunisse ou ictère	(une atteinte du foie)
jogging (au petit trot)	(qualifié la course de détente à faible allure)
l' accident vasculaire cérébral ( ou AVC ) 	Parfois appelé attaque cérébrale
L' acromégalie	est un/e maladie/s une maladie qui se caractérise par une croissance exagérée du visage et des extrémités lorsqu' elle se manifeste après la puberté , et par une très grande taille (gigantisme ) lorsqu' elle survient avant la puberté
L' acromégalie	est un/e maladie/s une maladie caractérisée par de nombreuses manifestations liées à l' excès d' hormone de croissance et parfois à l' adénome hypophysaire lui-même
L' agénésie isolée du corps calleux	est un/e maladie/s une des malformations cérébrales les plus fréquentes
L' alpha-thalassémie	est un/e maladie/s une maladie génétique de l' hémoglobine
L' alpha-thalassémie	(ou a-thalassémie)
L' alpha-thalassémie	(ou thalassémie alpha)
L' amaurose	est la trouble/s la perte totale , généralement soudaine , de la vue sans lésion décelable de l' oeil ni trouble fonctionnel du système optique
L' AMS	est un/e maladie/s une maladie due à la mort des neurones dans certaines régions du cerveau
L' AMS	est un/e maladie/s une maladie neurodégénérative
L' amyotrophie spinale	est un/e maladie/s une maladie génétique
L' amyotrophie spinale	est un/e maladie/s une maladie génétique héréditaire due à un défaut du gène SMN
L' amyotrophie spinale de type I	(ou maladie/s maladie de Werdnig-Hoffmann)
L' amyotrophie spinale de type III	(maladie/s maladie de Kugelberg-Welander ou de Wohlfahrt-Kugelberg-Welander)
l' anatomopathologiste	appelé/e examen extemporané
L' anémie	désigne le manque de globules rouges dans le sang
l' anémie hémolytique autoimmune	Il s' agit d' maladie/s une maladie « auto-immune » au cours de laquelle le système immunitaire se « dérègle » en produisant de façon anormale des anticorps dirigés contre des composants (cellules , protéines ) de la personne atteinte
L' anémie hémolytique auto-immune	est un/e maladie/s une maladie du sang qui se traduit par une baisse anormale du nombre de globules rouges et du taux d' hémoglobine
L' anémie hémolytique auto-immune	(AHAI)
L' angine	est un/e maladie/s une maladie banale et fréquente
L' angine dite "blanche"	est en réalité érythémato-pultacée
l' angine érythémateuse	est un/e maladie/s la gorge est uniformément rouge
l' angiographie	consiste en une radiographie des vaisseaux après injection d' un produit de contraste radio-opaque
L' angiographie par scan	est un/e maladie/s un bon moyen de dépistage des maladies artérielles
l' anomalie génétique	(maladie/s mutation)
L' anorexie et la boulimie	sont des trouble/s des troubles alimentaires d' origine psychologique
l' anorexie mentale	est caractérisée par maladie/s L' anorexie ;   L' amaigrissement considérable ;   L' aménorrhée
L' antibiogramme	consiste à cultiver les bactéries prélevées sur le patient , en présence de différents antibiotiques , afin de connaître les antibiotiques contre lesquels le patient est résistant
L' anxiété	se traduit par un malaise général , un désarroi , une agitation ou une sensation d' anéantissement
L' anxiété	se traduit par un malaise général , un désarroi , une agitation ou une sensation d' anéantissement
L' anxiété	se traduit par un malaise général , un désarroi , une agitation ou une sensation d' anéantissement
L' anxiété généralisée ; le trouble panique , la phobie sociale , l' agoraphobie , les phobies simples , l' état de stress post-traumatique et le trouble obsessionnel - compulsif	fait partie des ; tout comme trouble/s des troubles anxieux
L' aplasie médullaire	est un/e maladie/s une maladie rare
L' aplasie médullaire	se traduit directement par une chute du nombre des différents types de cellules sanguines
L' appareil d' imagerie	appelé/e gamma-caméra ou caméra à scintillation
l' appendice	est un/e un diverticule naturel qui prolonge le cæcum
L' appendicite de l' adulte	c'est maladie/s l' inflammation aiguë de l' appendice
L' apraxie idéatoire	par exemple l' incapacité de manipuler des objets comme par exemple prendre un stylo et enlever le capuchon puis écrire , la pointe en bas , normalement
L' apraxie idéomotrice	est un/e une difficulté à effectuer des gestes concrets (comme la manipulation d' objets entre autres ) , due à une lésion du système nerveux consécutive à une atteinte des lobes pariétaux (situés à la partie supérieure du cerveau )
l' arsenic	est un/e un poison violent
L' artériosclérose	est un/e maladie/s une maladie chronique des artères , les vaisseaux sanguins qui nourrissent les organes (dont le cœur et le cerveau ) et les membres
L' artérite temporale	(maladie/s maladie de Horton)
l' arthrose	comme affection/s affections rhumatismales
l' arthrose	comme affection/s affections rhumatismales
L' arthrose	est un/e maladie/s une maladie à part entière et non le simple tribut à payer au vieillissement
L' arthrose	est un/e maladie/s une maladie à part entière et non le simple tribut à payer au vieillissement
L' arthrose et l' arthrite	font toutes deux partie de maladie/s la grande famille des rhumatismes
l' assassin silencieux	On appelle maladie/s les gens qui en souffrent ne ressentent très souvent AUCUN SYMPTÔME
L' asthme	est un/e maladie/s ; définie par une maladie pulmonaire définie par une gêne bronchique à l' expiration
L' asthme	est un/e maladie/s ne maladie respiratoire chronique très répandue , qui se manifeste par des crises pendant lesquelles il est difficile de respirer
L' asthme	est un/e maladie/s une maladie chronique des voies respiratoires (bronches ) qui se manifeste par des crises pendant lesquelles la respiration est difficile
L' asthme	est un/e maladie/s une maladie chronique qu' aucun traitement ne peut guérir actuellement
L' asthme paroxystique	se présente sous la forme de maladie/s crises entrecoupées de périodes d' accalmies , imprévisibles quant à leur durée
L' athéromatose artérielle périphérique	est un/e maladie/s une affection dans laquelle le flux sanguin artériel vers les bras ou les jambes est insuffisant , entraînant une douleur , des crampes ou une lourdeur musculaire
L' athéromatose artérielle périphérique	également appelée maladie vasculaire athérosclérotique
L' athérosclérose	est la la première maladie cardiovasculaire au monde
l' atrophie multisystématisée	Il s' agit d' maladie/s une maladie débutant à l' âge adulte , caractérisée par un syndrome parkinsonien (lenteur , rigidité , tremblement ) , une ataxie (déséquilibre , maladresse ) , des problèmes de régulation de la pression sanguine (hypotension orthostatique ) ou du système urinaire et génital
l' atteinte oculaire	surtout maladie/s l' uvéite antérieure
l' atteinte oculaire	surtout maladie/s l' uvéite antérieure
L' Autosurveillance glycémique	consiste à mesurer et à surveiller soi-même son taux de sucre dans le sang à l' aide d' un lecteur de glycémie
L' AVC	est un/e un arrêt du fonctionnement cérébral
L' AVC	souvent appelé « attaque cérébrale »
L' échographie ou sonographie	consiste à envoyer des ultrasons dans le corps
L' embolisation	est un/e un moyen très efficace de contrôler une hémorragie
L' épilepsie	, maladie/s maladie neurologique
L' épilepsie	, maladie/s une maladie refuge
l' épilepsie	est aujourd'hui considérée comme maladie/s un désordre neurologique
L' épilepsie	est un/e maladie/s une maladie caractérisée par des crises
L' épiploon	est un/e un repli du péritoine accroché à l' estomac et au côlon
L' épiploon	est un/e un repli du péritoine accroché à l' estomac et au côlon
l' épirubicine	(appelé/e aussi Farmorubicine®)
l' équilibre flexion/extension	(par exemple l' équilibre entre des muscles qui travaillent en opposition)
l' éradication	(maladie/s la disparition)
L' examen anatomopathologique	consiste à examiner au microscope des fragments de tissus prélevés lors d' une biopsie
L' examen anatomopathologique	consiste à examiner au microscope des fragments de tissus prélevés lors d' une biopsie
L' examen anatomopathologique	consiste à analyser au microscope les tissus prélevés lors de l' opération pour déterminer s' ils sont cancéreux ou non
L' examen anatomopathologique	consiste à analyser au microscope les tissus prélevés lors de l' opération pour déterminer s' ils sont cancéreux ou non
L' examen anatomo-pathologique	consiste à analyser au microscope un échantillon de la tumeur
L' examen anatomo-pathologique	souvent abrégé en anapath
l' expression « chaude-pisse » 	maladie/s une brûlure intense en urinant
l' hématologue	est un/e maladie/s un médecin spécialiste des maladies du sang
L' hématologue	est un/e maladie/s un médecin qui s' occupe des maladies du sang
L' hématologue	est un/e maladie/s un médecin qui s' occupe des maladies du sang
l' hémoglobine	, subtance contenue dans les globules rouges du sang qui sert à transporter l' oxygène à travers le corps
L' hépatite A	(maladie/s VHA)
L' hépatite A	fait partie des maladie/s maladies transmissibles sexuellement et par le sang
L' hépatite A , tout comme l' hépatite B et l' hépatite C	fait partie des maladie/s Maladies à déclaration obligatoire
L' hépatite B	est un/e maladie/s une maladie très fréquente dans le monde et touche 400 millions de personnes qui courent le risque de développer une cirrhose et un cancer du foie
L' hépatite B	fait partie des maladie/s Maladies à déclaration obligatoire
l' hépatite C	est un/e maladie/s une maladie chronique
L' hépatite C	fait partie des maladie/s Maladies à déclaration obligatoire
L' hormonothérapie	consiste à bloquer la production ou l' action d' une hormone mâle produite par les testicules , la testostérone
L' hormonothérapie	consiste à bloquer la production ou l' action d' une hormone mâle produite par les testicules , la testostérone
l' hormonothérapie	est un/e un traitement adjuvant de la chirurgie
l' hormonothérapie	est un/e un traitement adjuvant de la chirurgie
l' hormonothérapie	a pour but empêcher certaines hormones d' agir sur les cellules cancéreuses afin de ralentir ou de stopper leur croissance
L' hormonothérapie du cancer de la prostate non métastatique	consiste à réduire la production d' une hormone mâle : la testostérone
l' hypercholestérolémie familiale	est un/e maladie/s une maladie particulière où les taux de cholestérol sont très élevés
L' hyperhydratation	consiste à perfuser au patient du liquide physiologique en quantité abondante et à lui faire boire beaucoup d' eau
L' hypertension	est un/e maladie/s une maladie chronique qui peut endommager gravement le cœur , les vaisseaux sanguins , les reins , et entraîner des accidents vasculaires cérébraux ou des infarctus
l' hypertension	est un/e maladie/s une maladie silencieuse
L' hypertension artérielle	est définie par une pression trop élevée du sang circulant dans les artères
l' hypertension artérielle	est définie par une pression artérielle systolique (PAS ) supérieure ou égale à 140 mmHg et/ou -une pression artérielle diastolique (PAD ) supérieure ou égale à 90 mmHg 
L' hypertension artérielle	(HTA)
L' hypertension rénovasculaire	est un/e affection/s une affection survenant lorsque l' athérosclérose a entraîné un rétrécissement significatif de l' une ou des deux artères qui alimentent les reins en sang
l' hyperthyroïdie	se manifeste par une suractivité des fonctions du corps
l' hypoglycémie	est définie par un taux de glucose dans le sang trop bas , correspondant à une glycémie inférieure à 0 ,7 g/L (3 ,9 mmol/L )
L' hypothyroïdie	est le trouble/s le trouble le plus fréquent de la glande thyroïde
l' imagerie cérébrale	(par exemple IRM)
L' imagerie par échographie	est un/e une façon d' obtenir des images de l' intérieur du corps en utilisant des ondes sonores à haute fréquence
L' imagerie par échographie	est un/e une façon d' obtenir des images de l' intérieur du corps en utilisant des ondes sonores à haute fréquence
L' imagerie par échographie	est un/e une façon d' obtenir des images de l' intérieur du corps en utilisant des ondes sonores à haute fréquence
L' imagerie par échographie	aussi appelée scan échographique ou sonographie
L' imagerie par échographie	aussi appelée scan échographique ou sonographie
L' imagerie par échographie	aussi appelée scan échographique ou sonographie
L' imagerie par échographie , ou par ultrasons	est un/e une technique qui permet d' obtenir des images de l' intérieur du corps humain en utilisant des ondes sonores à haute fréquence
L' imagerie par échographie , ou par ultrasons	aussi appelée scan échographique ou sonographie
l' imagerie par résonance magnétique	(IRM ; technique de diagnostic radiologique qui permet d' obtenir des images internes du corps)
L' immobilisation prolongée	(maladie/s os plâtré , maladie obligeant à demeurer au lit)
l' infarctus du myocarde	aussi appelé « crise cardiaque »
L' infection à VIH	est un/e une infection chronique due à un rétrovirus à ARN
l' infection du pharynx	est un/e une pharyngite
L' infection latente	(autrefois appelée primo-infection
L' injection d' acide hyaluronique	appelé/e visco-supplémentation
L' injection d' acide hyaluronique	encore appelée visco-supplémentation
L' injection d' acide hyaluronique	consiste à remplacer le liquide synovial de l' articulation du genou arthrosique par un gel dont les caractéristiques sont les mêmes que celles d' un liquide articulaire sain
L' instrument conventionnel	(appelé/e trocart)
L' insuffisance cardiaque	: maladie/s le résultat de la progression d' autres maladies qui abîment le muscle cardiaque
L' insuffisance cardiaque ou asystolie	se manifeste par une respiration rapide , des bruits du coeur accélérés et un bruit particulier dit de galop à l' auscultation
L' insuffisance circulatoire cérébrale	(trouble/s ICC)
l' insuffisance rénale	(maladie/s maladie grave des reins pouvant nécessiter une dialyse* ou une greffe)
L' insuffisance veineuse	est un/e maladie/s une maladie chronique favorisée par des facteurs de risque (sédentarité , grossesse , surcharge pondérale , sexe , âge , hérédité… )
L' insuffisance veineuse	est un/e maladie/s une maladie évolutive et chronique
l' interféron alpha	appelé/e une protéine naturelle
l' interféron alpha	appelé/e une protéine naturelle
L' intervention chirurgicale	consiste à enlever la partie centrale de la prostate où se trouve l' adénome en laissant le reste
L' intolérance au gluten	est un/e maladie/s une maladie d' origine génétique
l' iode	est un/e un produit de contraste
l' iode	est un/e un produit de contraste
L' IRM	y compris l' angiographie par RM
L' irrigation colique	consiste à nettoyer les intestins en injectant environ 800 millilitres d' eau tiède (37°C ) par la stomie
L' irrigation colique	consiste à nettoyer les intestins en injectant environ 800 millilitres d' eau tiède (37°C ) par la stomie
l' obésité facio-tronculaire	ce que l' on appelle : l' obésité est localisée à la partie haute du corps , au niveau du tronc et en particulier du visage qui devient arrondi , bouffi , et rouge
L' obstruction des voies aériennes	est définie par l' élévation de la résistance à l' écoulement de l' air pendant l' expiration forcée
l' œdème pulmonaire aigu	(maladie/s une poussée d' insuffisance cardiaque avec essoufflement pour un effort minime voire au repos)
L' ostéoporose	est un/e maladie/s une maladie osseuse fréquente , caractérisée par une diminution de la densité des os du squelette , et par une modification de leur architecture interne qui les rend moins résistants
L' ostéoporose	est un/e maladie/s une maladie osseuse fréquente , caractérisée par une diminution de la densité des os du squelette , et par une modification de leur architecture interne qui les rend moins résistants
L' ostéoporose	se traduit par une fragilité de l' os
L' ostéoporose	se traduit par par une fragilité de l' os 
l' ostéoporose	(affection associée à une perte de masse osseuse , entraînant une augmentation de l' incidence des fractures)
l' ostéosclérose sous-chondrale	: L' atteinte de l' os lui-même qui se décalcifie par endroits ( ostéoporose ) et se condense en d' autres , notamment dans la partie près de l' articulation au niveau des zones de pression
l' uréthrite aseptique	(c' est à dire non infectieuse)
l' uréthrite aseptique	(c' est à dire non infectieuse)
l' urologue	est un/e un médecin spécialiste des problèmes urinaires et génitaux , et en particulier du diagnostic , du traitement et de la surveillance des cancers urologiques : cancer du rein , de la vessie , de la prostate , des testicules , du pénis , etc
L' urologue	est un/e un médecin spécialiste des problèmes urinaires et génitaux , et en particulier du diagnostic , du traitement et de la surveillance des cancers urologiques : cancer du rein , de la vessie , de la prostate , des testicules , du pénis , etc
L' urologue	est un/e un médecin spécialiste des problèmes urinaires et génitaux , et en particulier du diagnostic , du traitement et de la surveillance des cancers urologiques : cancer du rein , de la vessie , de la prostate , des testicules , du pénis , etc
L' urologue	(ou chirurgien urologue)
L' urologue	(ou chirurgien urologue)
l' utérus	(réceptacle de l' ovule , fécondé ou pas)
L’amiantose	est un/e maladie/s une maladie respiratoire chronique sérieuse qui entraîne une cicatrisation permanente des poumons et qui rend la respiration difficile
L’amiantose	est un/e maladie/s une forme de pneumoconiose
L’apnée du sommeil	est un/e affection/s une affection sérieuse, qui peut menacer la vie
L’apnée obstructive du sommeil	aussi appelé « AOS »
L’apnée obstructive du sommeil	est un/e trouble/s un trouble respiratoire sérieux qui interrompt votre sommeil
L’apnée obstructive du sommeil	est un/e trouble/s un trouble respiratoire sérieux qui interrompt votre sommeil
L’apnée obstructive du sommeil	est un/e trouble/s un trouble respiratoire sérieux qui interrompt votre sommeil
L’arthrite	est un/e maladie/s une maladie due à une inflammation ou à une destruction de cette membrane synoviale
l’électrocardiogramme	(ECG)
l’endométriose	… maladie/s Règles douloureuses et abondantes, crampes pelviennes voire abdominales ou lombaires, fatigue
l’endométriose	liées à d'autres maladie/s maladies Très douloureuse
l’endométriose	se manifeste par de violentes douleurs pelviennes, des règles abondantes et peut même entraîner une infertilité
l’ostéoporose	(maladie/s maladie des os)
La « maladie chronique des agglutinines froides »	(maladie/s MAF)
la « maladie de Cushing »	est un/e maladie/s une des trois causes possibles du « syndrome de Cushing »
la bêta2-glycoprotéine ou la prothrombine	telles que des protéines liées aux phospholipides
La biopsie chirurgicale diagnostique	consiste à prélever sous anesthésie générale des tissus repérés par le médecin soit par la palpation , soit sur les examens radiologiques
La biopsie musculaire	consiste à prélever sous anesthésie un petit fragment de muscle
La BPCO	est un/e maladie/s une maladie respiratoire , souvent due au tabac et caractérisée selon le degré d' évolution de la maladie par un encombrement chronique des voies aériennes , avec la présence d' une toux chronique productrice
La BPCO	(Broncho-Pneumopathie Chronique Obstructive)
la candidose	se manifeste par une inflammation avec démangeaisons du gland et du prépuce
La cellulite	(lipodystrophie)
La cellulite des hanches	est un/e l' exagération de la graisse gynoïde normale
La chimiothérapie	consiste à traiter le cancer par des produits chimiques : les médicaments
la chimiothérapie	et les autres traitements médicaux du cancer
La chimiothérapie	est un/e un traitement qui consiste à utiliser des médicaments contre les cellules cancéreuses
La chimiothérapie	est un/e un traitement qui consiste à utiliser des médicaments contre les cellules cancéreuses (par injection dans une veine le plus souvent )
La chimiothérapie	est un/e un traitement qui consiste à utiliser des médicaments contre les cellules cancéreuses
La chimiothérapie	est un/e un traitement qui consiste à utiliser des médicaments contre les cellules cancéreuses
La chimiothérapie	est un/e un traitement qui consiste à utiliser des médicaments contre les cellules cancéreuses
la chirurgie ( ou prostatectomie totale ) 	consiste en l' ablation de la prostate
La chirurgie du cancer du rectum	consiste à enlever la tumeur et les endroits que les cellules cancéreuses auraient éventuellement pu atteindre
La chirurgie du cancer du rectum	consiste à enlever la tumeur et les endroits que les cellules cancéreuses auraient éventuellement pu atteindre
La chlamydiose	est un/e une infection transmise sexuellement (ITS ) causée par la bactérie Chlamydia trachomatis
La chlamydiose	fait partie des maladie/s Maladies à déclaration obligatoire
la chorée de Sydenhan	(danse de Saint-Guy)
la chorée de Sydenhan	correspondant à une atteinte neurologique
La CMT liée à l'X	est un/e maladie/s une maladie d'origine génétique
la corticodépendance	se manifeste par la réapparition des symptômes lors de la diminution de la dose de corticoïdes administrée
la cryothérapie	consiste généralement en une série d' étapes de congélation et décongélation des tumeurs
La cryothérapie	fait référence à l' application d' un froid extrême pour détruire les tissus malades
La cryothérapie	également appelée cryochirurgie
