Column1	Column2
la discectomie lombaire	consiste à affection/s enlever la partie du disque qui appuie sur les nerfs
La dissection aortique	est un/e maladie ne maladie potentiellement mortelle qui se produit quand une déchirure dans la paroi interne de l'aorte (en général dans la partie thoracique de l'artère) provoque un écoulement de sang entre les couches intérieure et extérieure de la paroi de l'aorte
La dissection de l'artère carotide	désigne  une déchirure dans la paroi de l'un des principaux vaisseaux sanguins transportant le sang vers le cerveau
La diverticulite	est un/e affection/s une affection accompagnée d'une inflammation d'hernies du gros intestin que l'on nomme diverticules
La DMLA	est un/e affection/s une affection de la zone centrale (macula) de la rétine (fond de l'oeil)
La DMLA	est un/e maladie ne maladie dans laquelle la macula (la zone à l'arrière de l'oeil responsable de la vision centrale) se détériore
La douleur chronique	c'est-à-dire  la douleur durant plus de trois mois
la douleur neuropathique	, ; généralement défini comme a douleur due aux lésions nerveuses
la douleur neuropathique	un type de douleur occasionné par une maladie du système nerveux
la douleur neuropathique	définie comme la douleur due aux lésions nerveuses
La drépanocytose	englobe maladie un groupe de maladies héréditaires (génétiques) de l'hémoglobine qui se caractérise par une anomalie des globules rouges
La drépanocytose	est un/e maladie une maladie héréditaire qui donne aux globules rouges une forme de faucille lorsqu'ils sont déshydratés
La drépanocytose	est un/e maladie une maladie héréditaire du sang causée par des anomalies de la production d'hémoglobine
La drépanocytose	est un/e maladie une maladie du sang héréditaire qui touche environ 250 millions de personnes à travers le monde
La drépanocytose	est un/e maladie une maladie du sang héréditaire
La drépanocytose	est un/e maladie une maladie héréditaire de l'hémoglobine
La drépanocytose	est un/e maladie une maladie génétique affectant de nombreux organes, dont les yeux
La drépanocytose	est un/e trouble/s un groupe de troubles affectant l'hémoglobine, conduisant à une distorsion des globules rouges
La drépanocytose	est un/e maladie une maladie héréditaire permanente qui peut provoquer un certain nombre de complications tout au long de la vie de ses porteurs
La drépanocytose	est un/e maladie une maladie du sang
La drépanocytose	est un/e maladie un groupe de maladies du sang
La drépanocytose	(anémie falciforme)
la durée de l'infectiosité	(définie comme la période pendant laquelle des gamétocytes sont détectés dans le sang)
La dysarthrie	est un/e trouble/s un trouble de la parole lié à des difficultés à contrôler les muscles nécessaires pour parler
La dysarthrie	provient de maladie ; trouble/s troubles neurologiques
La dyskinésie tardive	est un/e trouble/s un trouble défigurant et incapacitant qui se caractérise par des mouvements involontaires souvent causés par les médicaments antipsychotiques
La dysménorrhée	  crampes menstruelles douloureuses
La dysménorrhée	(crampes menstruelles douloureuses)
La dyspepsie fonctionnelle	(DP)
La dyspepsie fonctionnelle (DF)	est un/e trouble/s un trouble gastrique répandu dans le monde entier
La dysphagie oropharyngée	 trouble/s ; défini/e des troubles de la mastication et de préparation des aliments, des difficultés à déplacer les aliments dans la bouche jusqu'à la base de la langue et des difficultés à avaler et à faire progresser les aliments dans la  gorge  ou le pharynx
La dysphagie oropharyngée	ou une difficulté de déglutition
La fausse couche	 définie comme la mort prématurée ou la perte d'un foetus, avant 23 semaines de grossesse
la Fédération Internationale de Gynécologie et d'Obstétrique	ou maladie FIGO
La fibrillation auriculaire	est un/e trouble/s un trouble arythmique courant dans lequel le coeur bat rapidement et de façon irrégulière
La fibrillation auriculaire	est un/e affection/s une affection cardiaque qui provoque des irrégularités et souvent une accélération du rythme cardiaque
La fibrillation auriculaire	est le le trouble du rythme cardiaque le plus courant qu'une personne puisse ressentir
La fibrillation auriculaire (FA)	est le trouble/s le trouble du rythme cardiaque le plus courant
La fibrillation auriculaire non rhumatismale	(FANR)
La fibrillation auriculaire non rhumatismale (FANR)	est un/e trouble/s un trouble du rythme cardiaque qui touche souvent les patients ayant fait un AVC
La fibrillation auriculaire non rhumatismale (FANR)	est un/e trouble/s un trouble du rythme cardiaque qui touche souvent les patients ayant fait un AVC
La fibromyalgie	est un/e tels que ; trouble/s ; affection/s une affection chronique caractérisée par des douleurs généralisées, ainsi que d'autres problèmes, tels que des troubles du sommeil, la fatigue et le dysfonctionnement cognitif
La fibrose kystique	est la maladie a maladie génétique limitant l'espérance de vie la plus courante chez les personnes de race blanche
La fibrose pulmonaire idiopathique	est un/e maladie une maladie pulmonaire évolutive qui entraîne le décès du patient
La fibrose pulmonaire idiopathique	(FPI)
La fibrose pulmonaire idiopathique (FPI)	est un/e maladie une maladie chronique d'origine inconnue qui est évolutive et entraîne le décès du patient
La fièvre entérique	est un/e maladie un terme commun à deux maladies cliniques similaires connues individuellement sous les noms de fièvre typhoïde et fièvre paratyphoïde
La fièvre méditerranéenne familiale	est un/e maladie une maladie inflammatoire héréditaire
La formation de calculs dans les voies urinaires	est un/e trouble/s un trouble médical fréquent
la fovéa	(la partie de l'oeil responsable de la vision des détails)
la gingivite	(maladie une inflammation des gencives)
la gingivite	(maladie une forme bénigne de la maladie des gencives)
la gingivite	(maladie gonflement et rougeur des gencives touchant la plupart des adultes)
La glomérulosclérose segmentaire et focale	(FSGS)
La glomérulosclérose segmentaire et focale (FSGS)	est un/e maladie une maladie rare dont la cause est inconnue et où les glomérules laissent échapper la protéine du sang dans l'urine
La goutte	est un/e maladie une maladie provoquée par la présence de taux d'acide urique élevés dans le sang conduisant, ainsi, à la formation de cristaux dans les articulations
La goutte	est un/e maladie une maladie causée par des niveaux élevés d'acide urique dans le sang entrainant la formation de cristaux dans les articulations
la goutte	comme affections dues à un excès d'acide urique
La greffe de coeur	(ou transplantation cardiaque)
La greffe de foie	(maladie remplacement du foie malade)
La greffe de rein	est le maladie le traitement de choix pour la plupart des personnes ayant une maladie rénale en stade terminal
La greffe de rein	est le maladie le traitement préféré pour les maladies rénales terminales car elle améliore la qualité de vie et prolonge l'espérance de vie du receveur
La grippe	a maladie une origine virale et entraîne souvent une maladie respiratoire aiguë affectant les voies respiratoires inférieures ou supérieures, ou les deux
la grippe	autre maladie maladie respiratoire
La grippe	est un/e maladie une infection respiratoire virale qui provoque une maladie fébrile aiguë accompagnée de myalgie, de céphalées et de toux, et qui peut être associée à des taux de morbidité et de mortalité élevés au cours d'une épidémie
La grippe	est un/e maladie une maladie respiratoire virale très contagieuse
la guérison de la chlamydiose	 définie comme l'élimination de la bactérie
La hernie diaphragmatique congénitale	est un/e maladie une maladie rare mais souvent mortelle
La hernie inguinale	est un/e maladie une maladie très courante qui affecte principalement les hommes jeunes et les hommes d'âge moyen
la jonction neuromusculaire	(là où le nerf rencontre le muscle)
la jonction neuromusculaire	(la liaison entre les nerfs et les muscles)
la jonction neuromusculaire 	(là où le nerf rencontre le muscle)
La kératoconjonctivite atopique 	(KCA)
La kératoconjonctivite atopique (KCA)	est un/e trouble/s un trouble inflammatoire de la surface oculaire dont peuvent souffrir 67,5  pour cent  des patients atteints de dermatite atopique
la labyrinthectomie	comme maladie des déficits vestibulaires faisant suite à une intervention chirurgicale 
La laryngite	est un/e maladie une maladie infantile fréquente qui touche principalement les patients âgés entre six mois et trois ans, avec une incidence annuelle de pointe dans la deuxième année de vie de près de cinq pour cent
La laryngite	est un/e maladie une maladie aiguë fréquente chez les enfants jusqu' à l'âge de six ans, mais elle touche principalement ceux âgés jusqu'à deux ans
La latrepirdine	(également connue sous le nom maladie Dimebon)
La leishmaniose muco-cutanée et cutanée américaine	, maladie une maladie défigurante et stigmatisante des régions de l'Amérique centrale et du Sud, est provoquée par un parasite transmis par des phlébotomes
La lèpre	est un/e maladie une maladie infectieuse chronique
La lèpre	est un/e maladie une maladie infectieuse chronique
La lèpre	(ou maladie de Hansen)
La lèpre	(maladie de Hansen)
La leptospirose	est un/e maladie une maladie répandue tant dans les pays développés que dans les pays en développement
La lésion pulmonaire aiguë (LPA) et le syndrome de détresse respiratoire aiguë (SDRA)	sont des affection/s des affections aiguës et graves affectant la structure et la fonction pulmonaires qui sont causées par une perméabilité accrue de la barrière alvéolo-capillaire menant à une lésion inflammatoire
La lésion pulmonaire aiguë (LPA) et le syndrome de détresse respiratoire aiguë (SDRA)	sont des affections aiguës et graves affectant la structure et la fonction pulmonaires qui sont causées par une perméabilité accrue de la barrière alvéolo-capillaire menant à une lésion inflammatoire
La leucémie lymphoïde chronique 	(LLC)
La leucémie lymphoïde chronique (LLC)	est un/e maladie une maladie maligne qui représente 25  pour cent  du total des leucémies
la leucémie lymphoïde chronique à cellules B (LLC-B)	reste maladie une maladie incurable
la leuco-encéphalopathie multifocale progressive	, une maladie virale rare et souvent fatale, caractérisée par l'endommagement de la matière blanche du cerveau
la leuco-encéphalopathie multifocale progressive (LEMP)	, maladie une maladie virale rare et souvent fatale, caractérisée par l'endommagement de la matière blanche du cerveau
la lévodopa	(Sinemet ou Madopar)
la levopoda	,  le principal médicament utilisé pour traiter les symptômes moteurs de la maladie de Parkinson
la liaison entre les nerfs et les muscles	(la jonction neuromusculaire)
la lidocaïne intraveineuse et ses analogues oraux	, maladie a mexilétine et la tocainide
La lombalgie	est un/e affection/s une affection très fréquente, en particulier dans les pays développés
La lombalgie	est un/e affection/s une affection qui provoque beaucoup de douleurs et de souffrances à travers le monde et représente également des coûts importants pour la société en raison des dépenses de santé et des absences au travail
La lombalgie	est un/e trouble/s un trouble courant et invalidant
La lombalgie	est un/e trouble/s un trouble fréquent qui est souvent associé à la douleur et à une invalidité
la lombalgie aiguë	 définie comme une douleur durant moins de six semaines
La lombalgie non spécifique	est un/e maladie une douleur dorsale pour laquelle il n'y a pas de maladie ou de problème de santé associé
la macula	(la zone à l'arrière de l'oeil responsable de la vision centrale)
la maladie à virus Ebola 	(maladie MVE)
La maladie artérielle périphérique	est un/e ; est provoquée par  maladie un rétrécissement progressif des artères dans un ou deux jambes et est une manifestation de l'athérosclérose systémique pouvant conduire à des événements cardiovasculaires
la maladie artérielle périphérique	(MAP)
La maladie artérielle périphérique	(MAP)
La maladie artérielle périphérique 	(MAP)
La maladie artérielle périphérique (MAP)	, maladie une pathologie qui affecte les vaisseaux sanguins
La maladie artérielle périphérique (MAP)	implique maladie une obstruction des grandes artères
La maladie cardiovasculaire	(MCV)
La maladie cardiovasculaire 	(maladie MCV)
La maladie cardiovasculaire (MCV)	résulte de maladie complications du coeur et des vaisseaux sanguins
La maladie coronarienne	(maladie MC)
la maladie d'Alzheimer	(maladie MA)
la maladie d'Alzheimer	(maladie MA)
La maladie d'Alzheimer	est un/e maladie une maladie dégénérative du cerveau
la maladie d'Alzheimer	ou d'une autre maladie forme de démence
la maladie d'Alzheimer	ou une autre maladie forme de démence
la maladie d'Alzheimer	et autres démences
la maladie d'Alzheimer 	(maladie ; trouble/s MA)
la maladie d'Alzheimer 	(maladie MA)
la maladie d'Alzheimer 	(maladie MA)
La maladie d'Alzheimer 	est la maladie la cause la plus courante de démence chez les personnes âgées
la maladie d'Alzheimer 	(maladie biliaire)
la maladie d'Alzheimer et la démence multi-infarctus	, maladie les formes de démence les plus courantes chez les personnes âgées
la maladie de Basedow	, maladie une maladie auto-immune
la maladie de Charcot-Marie-Tooth	(neuropathie motrice et sensitive héréditaire)
la maladie de Charcot-Marie-Tooth (CMT)	(maladie neuropathie motrice et sensitive héréditaire)
La maladie de Crohn	est un/e maladie une pathologie inflammatoire d'origine inconnue qui peut affecter n'importe quelle partie du tractus gastro-intestinal, de la bouche à l'anus
La maladie de Crohn	est un/e maladie une maladie inflammatoire chronique de l'intestin qui atteint souvent la partie inférieure de l'intestin grêle, appelée iléon
La maladie de Crohn	est un/e maladie un état inflammatoire chronique de l'intestin
La maladie de Crohn	est un/e maladie un état inflammatoire chronique de l'intestin, qui peut toucher une personne à n'importe quel point de la bouche à l'anus
la maladie de Crohn 	(maladie MC)
La maladie de décompression (MDD)	est due à maladie due à la présence de bulles dans les tissus ou les vaisseaux sanguins suite à la réduction de la pression environnante (décompression)
La maladie de Duchenne de Boulogne	est un/e maladie une atrophie musculaire progressive qui se déclare pendant la petite enfance, exige l'utilisation d'un fauteuil roulant avant l'âge de 13 ans et entraîne une insuffisance respiratoire avant la fin de l'adolescence
La maladie de Hodgkin	est la maladie la malignité non indicatrice du sida la plus courante chez les patients infectés par le VIH
la maladie de Huntington	(MH)
La maladie de Kawasaki	est un/e maladie une maladie qui touche principalement les enfants de moins de cinq ans
La maladie de Kawasaki	est un/e maladie une inflammation des vaisseaux sanguins (vascularite) qui touche principalement les jeunes enfants de moins de cinq ans
la maladie de la rétine	 maladie ; notamment la rétinopathie diabétique ainsi qu'un décollement de la rétine
La maladie de McArdle	est un/e maladie ; trouble/s un trouble affectant le métabolisme musculaire
La maladie de McArdle	est un/e maladie ; trouble/s un trouble rare du métabolisme musculaire
La maladie de McArdle	(également connue sous le nom de glycogénose type V de Cori)
La maladie de Ménière	est un/e maladie ; affection/s une affection de l'oreille interne entraînant vertiges, surdité et acouphènes
La maladie de Ménière	est un/e maladie ; trouble/s un trouble de l'oreille interne qui entraîne des étourdissements de type rotatoire (vertiges), une perte auditive et des bourdonnements dans les oreilles (acouphènes) ; cela peut être très incapacitant
La maladie de Ménière	est un/e maladie ; trouble/s un trouble de l'oreille interne qui entraîne une forme de vertige rotatoire, une perte auditive et des tintements d'oreilles
La maladie de Ménière	se caractérise par maladie des étourdissements (vertiges), une perte auditive et des sifflements dans les oreilles (acouphènes), parfois accompagnés d'une sensation d'oreille pleine
la maladie de Ménière	 maladie ; ou le syndrome de Ménière
La maladie de Parkinson	est l'une des maladie l'une des plus fréquentes des maladies neurodégénératives et le dysfonctionnement mitochondrial joue un rôle important dans sa pathogenèse
La maladie de Parkinson	est un/e maladie une affection invalidante du cerveau qui se caractérise par un ralentissement des mouvements, des tremblements, une rigidité musculaire et, à des stades plus avancés, une perte d'équilibre
la maladie de Parkinson 	(maladie MP)
la maladie de Parkinson 	(maladie MP)
la maladie de Parkinson 	(maladie MP)
la maladie du greffon contre l'hôte (GVHD)	, maladie dans laquelle les globules blancs d'un donneur (cellules T) attaquent les tissus sains du receveur
La maladie du motoneurone	est un/e maladie une maladie neurologique mortelle qui entraine une paralysie des muscles des membres, de la déglutition et de la respiration
La maladie du motoneurone	également connue sous le nom de sclérose latérale amyotrophique
La maladie intestinale inflammatoire	(MII)
La maladie intestinale inflammatoire 	(MII)
La maladie intestinale inflammatoire (MII)	est constituée de maladie ; trouble/s la colite ulcéreuse et la maladie de Crohn
La maladie intestinale inflammatoire (MII)	est un/e maladie ; trouble/s un trouble gastro-intestinal chronique contracté à l'échelle mondiale et est une cause majeure de maladie et d'invalidité
La maladie oculaire thyroïdienne	est un/e maladie ; affection/s une affection auto-immune touchant entre 30  pour cent  et 50  pour cent  des patients atteints de la maladie de Basedow
La maladie Paget extra-mmamaire vulvaire	est un/e maladie un type rare de cancer superficiel de de la peau
La maladie pulmonaire chronique	est généralement causée par une inflammation persistante des poumons
La maladie pulmonaire chronique 	(MPC)
La maladie pulmonaire chronique 	ou dysplasie broncho-pulmonaire
La maladie pulmonaire chronique (MPC)	est maladie généralement causée par une inflammation persistante des poumons
La maladie pulmonaire chronique (MPC)	est un/e maladie ; ou une maladie des bébés prématurés qui ont reçu une assistance respiratoire et de l'oxygène supplémentaire de manière prolongée
La maladie pulmonaire chronique (MPC)	ou dysplasie broncho-pulmonaire (DBP)
La maladie pulmonaire obstructive chronique	est un/e maladie une maladie dans laquelle les patients (principalement les fumeurs) expériencent un essoufflement et produisent une grande quantité de mucosités ou des expectorations
La maladie pulmonaire obstructive chronique	(MPCO)
La maladie pulmonaire obstructive chronique	(MPOC)
La maladie pulmonaire obstructive chronique	comme par exemple la bronchite chronique, l'emphysème
La maladie pulmonaire obstructive chronique	(également connue sous le nom de maladie pulmonaire des fumeurs)
La maladie pulmonaire obstructive chronique 	(MPOC)
La maladie pulmonaire obstructive chronique 	(comme par exemple ; , la bronchite chronique, l'emphysème)
La maladie pulmonaire obstructive chronique 	, ; également connu sous le nom de maladie pulmonaire des fumeurs
La maladie pulmonaire obstructive chronique 	telles que l'emphysème et la bronchite chronique
La maladie pulmonaire obstructive chronique (MPOC)	est un/e maladie ;  affection/s ; terme un terme générique pour les affections pulmonaires chroniques caractérisées par une obstruction du flux d'air qui ne peut pas être entièrement corrigée
La maladie pulmonaire obstructive chronique (MPOC)	est un/e maladie une maladie pulmonaire 
La maladie pulmonaire obstructive chronique (MPOC)	est un/e maladie une maladie pulmonaire à long terme courante souvent associée au tabagisme
La maladie pulmonaire obstructive chronique (MPOC)	qui inclut la bronchite chronique et l'emphysème
La maladie pulmonaire obstructive chronique (MPOC)	telles que l'emphysème et la bronchite chronique
la maladie rénale chronique 	(maladie MRC)
la maladie rénale chronique 	(maladie MRC)
la maladie rénale diabétique	(maladie MRD)
la maladie rénale diabétique	(maladie MRD)
la maladie rénale diabétique	(MRD)
la maladie rénale diabétique 	(MRD)
la maladie rénale terminale	(MRT)
La MCJ et la variante de la MCJ 	sont des maladies rares et mortelles qui présentent des périodes d'incubation très longues
La MCJ et la variante de la MCJ (vMCJ)	sont des maladie des maladies rares et mortelles qui présentent des périodes d'incubation très longues
La médecine traditionnelle chinoise (MTC) et l'acupuncture classique 	reposent sur  maladie les concepts théoriques du Yin et du Yang et des Cinq éléments, qui expliquent les maladies et la fonction physiologique
La mélatonine	est trouble/s utilisée pour traiter les troubles du sommeil 
La mélatonine	est  tels que ; trouble/s produite par le corps et est prescrite par les médecins pour traiter les troubles du sommeil et des problèmes tels que le décalage horaire
la membrane la plus épaisse qui entoure le cerveau	connue sous le nom de dure-mère
La méningite	est la maladie la manifestation la plus courante de la maladie invasive causée par la bactérie Neisseria meningitidis
La méningite	est un/e affection/s une affection dans laquelle des bactéries, des champignons ou des virus se trouvant dans le sang viennent infecter les membranes et le liquide qui entourent le cerveau et la moelle épinière
La méningite bactérienne aiguë	est un/e maladie une maladie menaçant le pronostic vital
La méningococcie	est un/e maladie ; ou une maladie bactérienne contagieuse à taux de mortalité élevé, jusqu'à 15  pour cent  pour l'infection du système nerveux central (méningite) et jusqu'à 50 à 60  pour cent  chez les malades présentant une infection du courant sanguin ou un choc ; jusqu'à 15  pour cent  des survivants souffrent de graves déficits neurologique
la méralgie paresthésique	, affection/s une affection causant engourdissement et parfois douleur à la cuisse
La méralgie paresthésique	est un/e affection/s une affection clinique fréquente causée par une lésion du nerf cutané latéral de la cuisse, entraînant douleur, engourdissement et picotement sur l'avant et l'extérieur de la cuisse
la metformine	, trouble/s un médicament utilisé pour réduire les taux de glycémie chez les patients diabétiques
la méthadone 	<non-marq> trouble/s le médicament 
La migraine	est un/e trouble/s un trouble céphalique fréquent et invalidant
La migraine	est un/e trouble/s un trouble douloureux et invalidant qui est fréquent chez les enfants (moins de 12 ans) et les adolescents (de 12 à 17 ans)
La migraine	est un/e maladie une maladie complexe
La modification des graisses dans notre alimentation	(maladie remplacement de certaines graisses (animales) saturées par des huiles végétales et des pâtes à tartiner insaturées)
la morbidité	 maladie maladies
la morbidité de la MAP	(claudication intermittente, amputation, réduction de la distance de marche)
la morbidité de la MAP 	(claudication intermittente, amputation, réduction de la distance de marche)
la morbidité hépatique	( ascite, hémorragie digestive, encéphalopathie)
la morphine et le fentanyl 	(par exemple Duragesic)
La mort subite cardiaque	signifie que  le coeur, puis la circulation s'arrêtent
La mortalité liée au traitement	c'est-à-dire  les décès provoqués par des complications du traitement
La MPOC	est un/e maladie une maladie irréversible qui est souvent provoquée par un irritant des voies aériennes, comme le tabac ou les poussières inhalées
La mucoviscidose	est un/e maladie une maladie génétique qui porte atteinte à de nombreux organes et peut abréger l'espérance de vie
La mucoviscidose	est un/e maladie une maladie héréditaire qui entraîne une production anormale de mucus dans plusieurs parties du corps
La mucoviscidose	est un/e maladie une maladie génétique qui touche principalement les poumons
La mucoviscidose	est un/e maladie une maladie héréditaire qui provoque des lésions irréversibles des poumons
La mucoviscidose	est un/e maladie une maladie génétique grave qui entraîne une production anormale de mucus dans plusieurs parties du corps
La mucoviscidose	est un/e maladie une maladie génétique qui affecte les glandes exocrines (glandes sudoripares et autres)
La mucoviscidose	est un/e maladie une maladie héréditaire qui provoque l'accumulation de mucus épais dans les poumons, ce qui conduit à une infection bactérienne persistante
la mucoviscidose	et les autres maladie maladies génétiques
la mucoviscidose	 trouble/s les troubles génétiques
La musicothérapie	est un/e trouble/s une approche thérapeutique qui utilise des expériences musicales pour aider les personnes atteintes de graves troubles mentaux à améliorer leurs émotions et les compétences relationnelles et à aborder des questions qu'elles ne sont pas toujours capables d'exprimer uniquement par la parole
La myasthénie grave	est un/e affection/s une affection auto-immune dans laquelle les anticorps de l'organisme bloquent la transmission d'influx nerveux aux muscles et détériorent la jonction neuromusculaire (là où le nerf rencontre le muscle)
La myasthénie grave	est un/e affection/s une affection auto-immune dans laquelle les anticorps de l'organisme bloquent la transmission des influx nerveux aux muscles, entraînant une faiblesse fluctuante et faisant que les muscles se fatiguent facilement
La myasthénie grave	est un/e maladie une maladie auto-immune rare dans laquelle les anticorps produits par le système immunitaire attaquent la liaison entre les nerfs et les muscles (la jonction neuromusculaire)
La myasthénie grave	est un/e trouble/s un trouble qui entraîne une faiblesse musculaire et une fatigue musculaire excessive
la myasthénie grave thymomateuse	ce que l'on appelle  La myasthénie est parfois causée par une tumeur (thymome) affectant un organe du système immunitaire appelé thymus
la myasthénie grave thymomateuse	c'est ce qu'on appelle La myasthénie est parfois causée par une tumeur (thymome) affectant un organe du système immunitaire appelé thymus
la myasthénie oculaire	(maladie une forme de la maladie qui affecte uniquement les yeux)
La myopie	est un/e trouble/s un défaut de la vision qui se trouble lorsque des objets sont observés à distance
la myopie	et trouble/s les troubles de la réfraction
la myosite à inclusions	, maladie une maladie musculaire
la NAFLD et la NASH	soient des affection/s des affections courantes
La naissance prématurée	est un/e maladie une cause majeure de décès et de maladies graves des nouveau-nés dans le monde
La narcolepsie	est un/e trouble/s ; ou <non> un trouble du système nerveux central dont les principaux symptômes se caractérisent par une somnolence diurne excessive (SDE) et une cataplexie
La nécrose épidermique toxique	est un/e maladie une maladie de la peau rare potentiellement mortelle
La nécrose épidermique toxique	(NET ou syndrome de Lyell)
La nécrose épidermique toxique	(c)
La nécrose épidermique toxique	(ou syndrome de Lyell)
la néphropathie 	(maladie maladie des reins)
la néphropathie 	(maladie des reins)
La néphropathie chronique	(NPC)
La néphropathie chronique (NPC)	est un/e maladie une maladie de longue durée qui survient suite à une altération des reins
La néphropathie liée au VIH	(NLVIH)
La néphropathie liée au VIH (NLVIH)	est un/e maladie une maladie rénale fréquente chez les patients séropositifs pour le VIH, en particulier chez les patients d'origine africaine
La néphrose lipoïdique 	est la affection/s troisième affection rénale primaire la plus courante chez les adultes souffrant d'un syndrome néphrotique inexpliqué
la neuropathie	(maladie maladie des nerfs)
la neuropathie	(maladie des nerfs)
La neuropathie paraprotéinémique	désigne  les neuropathies associées à une paraprotéine
La neuropathie vasculaire non systémique	est un/e maladie une maladie rare entraînant une perte sensorielle progressive, incapacitante et douloureuse accompagnée d'un affaiblissement musculaire souvent asymétrique des bras et des jambes
La neuropathie vasculaire non systémique	(neuropathie vasculaire isolée)
La névralgie amyotrophiante	est un/e trouble/s un trouble douloureux du système nerveux périphérique qui survient par épisodes
La névralgie faciale	 définie comme une douleur soudaine, sévère, brève, fulgurante, récurrente et généralement unilatérale à la base d'un ou plusieurs embranchements du cinquième nerf crânien
La névralgie post-herpétique	est un/e affection/s une affection douloureuse qui est l'une des complications les plus fréquentes de l'infection aiguë à herpès zoster
La niacine	(acide nicotinique ou vitamine B3)
La niacine 	(ou vitamine B3)
La NMM	est un/e affection/s une affection rare provoquant une faiblesse progressive des membres, en particulier des mains et des bras
la nodularité	(non-uniformité)
la nortriptyline	(trouble/s un médicament utilisé pour traiter la dépression)
La notion de douleur aiguë	signifie  que la douleur n'a pas duré plus de 6 semaines
La notion de douleur subaiguë	signifie la douleur n'a pas duré plus de 12 semaines
La NPH 	est un/e affection/s une affection douloureuse qui peut se produire après le zona (herpès zoster) dans la zone où les éruptions cutanées sont survenues
La pancréatite chronique	est un/e affection/s une affection qui touche de 0,04  pour cent  à 5  pour cent  de la population à travers le monde
La papillomatose respiratoire récurrente	est un/e affection/s une affection de la muqueuse des voies respiratoires supérieures, qui cause des excroissances bénignes multiples, ressemblant à des verrues (papillome)
La papillomatose respiratoire récurrente 	(PRR)
La papillomatose respiratoire récurrente (PRR)	est un/e affection ;  une affection dans laquelle des excroissances ressemblant à des verrues apparaissent dans les voies respiratoires supérieures d'enfants ou d'adultes
La paralysie de Bell	 trouble/s le trouble des nerfs faciaux le plus courant
La paralysie de Bell	, entraîne une faiblesse ou une paralysie d'un seul côté du visage
La paralysie de Bell	ou paralysie faciale idiopathique
la paralysie supranucléaire progressive 	(PSP)
la parodontite	(grave maladie des gencives)
la parodontite	(grave maladie des gencives)
la parodontite	, une forme plus grave de maladie des gencives affectant les tissus qui soutiennent les dents
la parodontite	, une forme plus grave de maladie des gencives affectant les tissus qui soutiennent les dents
la partie avant transparente de l'oeil	(cornée)
la partie inférieure de l'intestin grêle	, ; appelée iléon
La PBD	est un/e maladie une maladie respiratoire chronique qui affecte majoritairement les populations d'Asie orientale
La PBD	qui se caractérise par une limitation progressive du flux respiratoire et une infection respiratoire (IR) récurrente
La pemphigoïde bulleuse	est généralement maladie une maladie qui touche les personnes âgées
La pemphigoïde bulleuse	(PB)
La pemphigoïde bulleuse (PB)	est la maladie la maladie auto-immune de boursouflure de la peau la plus courante dans le monde occidental
la pemphigoïde des muqueuses et l'épidermolyse bulleuse acquise	(maladie maladies bulleuses auto-immune de la peau rares touchant la peau, les yeux et la bouche)
La pemphigoïde des muqueuses et l'épidermolyse bulleuse acquise	sont des maladie des maladies bulleuses auto-immunes de la peau rares, touchant la peau et les muqueuses (yeux et bouche)
La pentoxifylline	est un/e maladie un médicament immunomodulateur (utilisé pour ses effets sur le système immunitaire)
La peste	est un/e maladie une maladie rare aujourd'hui, mais elle peut être mortelle
la phase lutéale 	(maladie deuxième moitié du cycle menstruel)
la phénylcétonurie	comme trouble/s troubles chez les nourrissons
La phénylcétonurie	est un/e maladie une maladie héréditaire
La phénylcétonurie 	(PCU)
La phénylcétonurie (PCU)	est un/e maladie une maladie héréditaire qui affecte la dégradation des protéines
la phénytoïne	(trouble/s un médicament utilisé pour traiter l'épilepsie)
la phosphorylase musculaire	que l'on appelle maladie une enzyme
La PIDC 	est un/e maladie une maladie paralysante rare, progressive ou récurrente, provoquée par l'inflammation des nerfs périphériques
la plaque dentaire	(affection/s un film collant contenant des bactéries)
la plaque dentaire	(maladie une couche de bactéries dans une matrice organique qui se forme sur les dents)
la plaque dentaire	(un film collant contenant des bactéries)
la plaque dentaire	(un film collant contenant des bactérie)
la plexopathie lombo-sacrée d'origine inconnue	(maladie une maladie qui affecte le réseau des nerfs à la base de la colonne vertébrale)
La PLSI	est un/e trouble/s un trouble rare des nerfs périphériques et du plexus lombosacré qui provoque une douleur asymétrique et affaiblit les membres inférieurs
La pneumonie	est un/e maladie ; tels que une maladie respiratoire aiguë qui est généralement causée par des bactéries, mais qui peut également être provoquée par d'autres agents infectieux tels que des champignons, des parasites et des virus
la pneumonie	 maladie ; telle que les complications respiratoires résultant des lésions pulmonaires après la chirurgie
La pneumonie 	est un/e maladie une maladie inflammatoire des poumons
La polyarthrite rhumatoïde	est un/e maladie une maladie auto-immune provoquant une inflammation de la surface des articulations
la polyarthrite rhumatoïde 	(PR)
La polydipsie	est un/e trouble/s une complication rare mais grave des troubles psychotiques, qui se caractérise par l'ingestion de plus de trois litres de liquides par jour
La polyglobulie	est un/e affection/s une affection qui se caractérise par une quantité excessive de globules rouges dans la circulation sanguine
La polyradiculoneuropathie démyélinisante inflammatoire chronique 	(PDIC)
La polyradiculoneuropathie démyélinisante inflammatoire chronique (PDIC)	est un/e maladie une maladie caractérisée par une inflammation des nerfs conduisant à des paralysies
La pré-éclampsie	est un/e affection/s une affection provoquant une augmentation de la pression artérielle et des protéines dans l'urine
